branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
,114,0.478,85,2016-03-03,Mr. WEBSTER of Florida.,2016,fifth one world largest famili own compani embrac freedom busi high standard," Fifth, as one of  the world ’s  largest  family-  owned companies, they embrace the freedom  to do business with high standards"," Fifth, as one of  the world ’s  largest  family-  owned companies, they embrace the freedom  to do business with high standards"
House,114,-0.509,36,2015-07-23,Mr. NADLER.,2015,mani citi think commun safer victim domest violenc feel comfort ask polic protect abus without fear deport, Many cities think that their communities are safer when a victim of domestic violence feels comfortable asking the police for protection from their  abuser without fear of deportation, Many cities think that their communities are safer when a victim of domestic violence feels comfortable asking the police for protection from their  abuser without fear of deportation
House,112,-0.402,9,2011-01-18,Mr. DOGGETT.,2011,choic whether give money insur monopoli leav littl bit pocket middl class american,"Speaker,  the  choice here is whether to give more  money to insurance monopolies or to  leave just a little bit in the pockets of  middle class Americans","Speaker,  the  choice here is whether to give more  money to insurance monopolies or to  leave just a little bit in the pockets of  middle class Americans"
Senate,113,-0.3,38,2013-02-25,Mr. CASEY.,2013,prior declin industri citi mid manchest solid work class commun,"Prior to the decline of industry  in the city  in the mid–1960s,  Manchester was a solid, working class  community","Prior to the decline of industry  in the city  in the mid–1960s,  Manchester was a solid, working class  community"
,112,-0.187,65,2012-12-11,Mr. COSTA.,2012,glaser servic us,Don Glaser for his service as  the U.S,Don Glaser for his service as  the U.S
House,115,-0.413,6,2018-03-14,Mr. MEEKS.,2018,fact open,"In fact, he had an open  VerDate Sep 11 2014  01:58 Mar 15, 2018 Jkt 079060 PO 00000 Frm 00006 Fmt 4634 Sfmt 0634 E:\CR\FM\K14MR7.007 H14MRPT1 E S U O H h t i w D O R P 2 B H C X B B K S D n o r e c n e p S S         ","In fact, he had an open  "
,113,0.737,243,2014-12-10,Mr. DUNCAN of South Carolina.,2014,john career healthcar span nearli year involv anderson commun across region,John’s career in healthcare now spans nearly 41 years  as does his  involvement  in  the Anderson  Community and across  the  region,John’s career in healthcare now spans nearly 41 years  as does his  involvement  in  the Anderson  Community and across  the  region
Senate,115,-0.245,18,2017-05-10,Ms. KLOBUCHAR.,2017,way back centuri ago found father concern foreign influenc democraci," Way back centuries ago, our Founding Fathers were concerned about foreign influence on our democracy"," Way back centuries ago, our Founding Fathers were concerned about foreign influence on our democracy"
,113,0.425,90,2014-09-08,Mr. SMITH of Texas.,2014,nation night provid uniqu opportun bulverd texa join forc thousand commun across countri promot cooper polic commun crime prevent effort," National Night Out provides a unique opportunity for Bulverde, Texas, to join forces with  thousands of other communities across  the  country in promoting cooperative, police-community crime prevention efforts"," National Night Out provides a unique opportunity for Bulverde, Texas, to join forces with  thousands of other communities across  the  country in promoting cooperative, police-community crime prevention efforts"
,114,-0.478,85,2016-03-03,Mr. RUSH.,2016,special number mark two signific transit conclus one centuri begin new one,"Speaker,  100 is a special number because it marks two  significant  transitions:  the conclusion of one  century and the beginning of a new one","Speaker,  100 is a special number because it marks two  significant  transitions:  the conclusion of one  century and the beginning of a new one"
House,112,-0.28300000000000003,136,2012-02-01,Mr. MICHAUD.,2012,disagre mani provis motion instruct focus one particular provis provis would roll back requir state must spend unemploy fund sole unemploy benefit," While I disagree with many of these  provisions, my motion to instruct focuses on one particular provision: the  provision would roll back a requirement that States must spend all unemployment  funds solely on unemployment benefits"," While I disagree with many of these  provisions, my motion to instruct focuses on one particular provision: the  provision would roll back a requirement that States must spend all unemployment  funds solely on unemployment benefits"
,113,-0.274,18,2014-02-04,Mr. WALZ of Minnesota.,2014,legisl ensur epa not not,"This legislation ensures that the EPA does not—  does not, Mr","This legislation ensures that the EPA does not—  does not, Mr"
,113,0.5479999999999999,71,2014-01-07,Mr. FARENTHOLD.,2014,frida bazan el campo high school el campo texa wrote win essay entitl honor hispan heritag,"Frida Bazan,  from El Campo High  School, in El Campo, Texas wrote the winning  essay, entitled ‘ ‘Honoring My Hispanic Heritage","Frida Bazan,  from El Campo High  School, in El Campo, Texas wrote the winning  essay, entitled ‘ ‘Honoring My Hispanic Heritage"
House,113,-0.5429999999999999,36,2013-02-14,Mr. ELLISON.,2013,folk even,"Now folks out there this  evening, Mr","Now folks out there this  evening, Mr"
House,113,0.575,3,2013-04-15,Mr. RICE of South Carolina.,2013,week hardwork american across countri submit tax return remind heavi burden place upon taxpay countri broken tax system," Speaker,  this week, as hardworking  Americans across the country submit  their tax returns, we are all reminded  of the heavy burden placed upon all  taxpayers by our country’s broken tax  system"," Speaker,  this week, as hardworking  Americans across the country submit  their tax returns, we are all reminded  of the heavy burden placed upon all  taxpayers by our country’s broken tax  system"
,113,-0.606,134,2013-02-14,Ms. SCHAKOWSKY.,2013,rise today recogn nation runaway safelin chang name last month nation runaway switchboard,"Speaker,  I  rise  today  to  recognize  the National Runaway  Safeline, which changed its name last month  from the National Runaway Switchboard","Speaker,  I  rise  today  to  recognize  the National Runaway  Safeline, which changed its name last month  from the National Runaway Switchboard"
,113,0.375,15,2014-09-19,Mr. SHUSTER.,2014,congratul resid indiana counti surround commun import anniversari local hospit,I congratulate them and  the  residents of  Indiana County and  surrounding communities on this important anniversary  for  their  local hospital,I congratulate them and  the  residents of  Indiana County and  surrounding communities on this important anniversary  for  their  local hospital
Senate,115,-0.406,9,2018-04-09,Mr. SCHATZ.,2018,made sure investor advoc secur exchang commiss protect peopl sent remitt around world arent swindl hard earn money,"He  made sure investors had an advocate at  the Securities and Exchange Commission, and he protected people who sent  remittances around the world so they  aren’t  swindled  out  of  their  hard-  earned money","He  made sure investors had an advocate at  the Securities and Exchange Commission, and he protected people who sent  remittances around the world so they  aren’t  swindled  out  of  their  hard-  earned money"
House,112,-0.302,87,2012-02-01,Mr. MORAN.,2012,employe depart homeland secur work ensur nuclear materi arent smuggl countri want us catastroph harm,Employees at the Department of Homeland Security work to  ensure that nuclear materials aren’t  smuggled  into our country by those  who want to do us catastrophic harm,Employees at the Department of Homeland Security work to  ensure that nuclear materials aren’t  smuggled  into our country by those  who want to do us catastrophic harm
,112,0.3670000000000001,96,2012-04-16,Mr. AUSTRIA.,2012,four boy proceed aid elementari children exit bu keep everyon calm emerg personnel could arriv, The four boys then proceeded to aid the elementary children in exiting the bus and keeping everyone calm until emergency personnel  could arrive, The four boys then proceeded to aid the elementary children in exiting the bus and keeping everyone calm until emergency personnel  could arrive
,114,-0.438,101,2015-11-16,Mr. CUMMINGS.,2015,disappoint bill not go farther improv transform transport network, But I am disappointed that this bill does not  go farther to improve and transform our transportation networks, But I am disappointed that this bill does not  go farther to improve and transform our transportation networks
,114,-0.53,97,2016-04-26,Ms. MOORE.,2016,johnson born dorothi earl haralson april lena mississippi,"Johnson was born Dorothy Earl Haralson on April 19, 1929 in Lena,  Mississippi","Johnson was born Dorothy Earl Haralson on April 19, 1929 in Lena,  Mississippi"
House,112,-0.416,2,2011-12-15,Mr. NEAL.,2011,howev thank new market tax credit financ million total project cost million squar foot theater adjac build magnific restor," However, thanks to New Markets Tax  Credit, financing of $16.7 million of a  total project cost of $21 million, this  70,000 square foot theater and adjacent  building were magnificently restored"," However, thanks to New Markets Tax  Credit, financing of $16.7 million of a  total project cost of $21 million, this  70,000 square foot theater and adjacent  building were magnificently restored"
House,112,0.644,34,2012-05-18,Mr. PRICE of Georgia.,2012,recent travel middl east met senior isra offici," I  recently  traveled  to  the Middle  East, where we met with senior Israeli  officials"," I  recently  traveled  to  the Middle  East, where we met with senior Israeli  officials"
House,115,0.674,44,2017-01-12,Mr. LOUDERMILK.,2017,bill would requir sec disclos cost benefit propos regul public,This bill would  require the SEC to disclose all the  costs and benefits of each proposed regulation to the public,This bill would  require the SEC to disclose all the  costs and benefits of each proposed regulation to the public
House,112,-0.28300000000000003,43,2011-05-24,Mr. SMITH of Washington.,2011,articl court effect serv countri year,But  article 3 courts have effectively served  this country  for over 200 years,But  article 3 courts have effectively served  this country  for over 200 years
Senate,114,0.409,53,2015-01-06,Mr. GRAHAM of South Carolina.,2015,scott respect advanc desk vice presid oath prescrib law administ vice presid sever subscrib oath offici oath book,"SCOTT, respectively, advanced  to the desk of the Vice President; the  oath prescribed by law was administered to them by the Vice President;  and they severally subscribed to the  oath in the Official Oath Book","SCOTT, respectively, advanced  to the desk of the Vice President; the  oath prescribed by law was administered to them by the Vice President;  and they severally subscribed to the  oath in the Official Oath Book"
Senate,114,0.529,13,2016-04-05,Mr. BARRASSO.,2016,know taxpay subsid premium percent peopl buy obamacar insur, What we know is that taxpayers are  subsidizing the premiums of 83 percent  of the people who buy ObamaCare insurance, What we know is that taxpayers are  subsidizing the premiums of 83 percent  of the people who buy ObamaCare insurance
House,115,0.534,17,2017-03-15,Mr. MARSHALL.,2017,remov almost trillion tax," Speaker, we removed almost $1 trillion  of taxes"," Speaker, we removed almost $1 trillion  of taxes"
Senate,112,-0.3,107,2012-03-29,Mr. CASEY.,2012,life life servic,Her life has been  a life of service,Her life has been  a life of service
Senate,113,0.109,152,2013-03-04,Ms. COLLINS.,2013,legisl introduc today seek fix, The legislation we introduce today  seeks to fix that, The legislation we introduce today  seeks to fix that
,112,0.57,82,2011-06-21,Mr. BURGESS.,2011,earn gold medal requir great commit devot servic award winner must spend two year complet hour commun servic, Earning the Gold Medal requires great commitment and devotion to service; each award-  winner must spend two or more years completing more  than 400 hours of community  service Mr, Earning the Gold Medal requires great commitment and devotion to service; each award-  winner must spend two or more years completing more  than 400 hours of community  service Mr
Senate,114,0.402,62,2015-06-04,Mr. BOOZMAN.,2015,therefor ask unanim consent permit chang vote sinc not affect outcom,"Therefore, I  ask unanimous consent that I be permitted to change my vote since it will  not affect the outcome","Therefore, I  ask unanimous consent that I be permitted to change my vote since it will  not affect the outcome"
,113,0.348,134,2013-02-14,Mr. CALVERT.,2013,russel pass away tuesday februari,"Russell  passed  away  on  Tuesday, February 5, 2013","Russell  passed  away  on  Tuesday, February 5, 2013"
House,115,0.307,2,2017-01-12,Mr. THOMPSON of Pennsylvania.,2017,elect serv hous repres spent nearli year nonprofit healthcar field assist individu face life chang diseas disabl,"Speaker, before I was elected to  serve in the House of Representatives,  I spent nearly 30 years in the nonprofit  healthcare field assisting those individuals who were facing life-changing diseases and disability","Speaker, before I was elected to  serve in the House of Representatives,  I spent nearly 30 years in the nonprofit  healthcare field assisting those individuals who were facing life-changing diseases and disability"
House,112,-0.379,19,2011-02-11,Mr. HOYER.,2011,let rememb feder regul keep drink water air clean protect children unsaf toy food put check abus practic insur compani credit card compani help control kind wall street gambl wreck economi year ago," But let’s also remember that Federal  regulations keep our drinking water  and our air clean, protect our children  from unsafe toys and food, put a check  on abusive practices of insurance companies and credit card companies, and  help control the kind of Wall Street  gambling that wrecked our economy  just a few years ago"," But let’s also remember that Federal  regulations keep our drinking water  and our air clean, protect our children  from unsafe toys and food, put a check  on abusive practices of insurance companies and credit card companies, and  help control the kind of Wall Street  gambling that wrecked our economy  just a few years ago"
,113,0.54,51,2014-04-04,Mr. OLSON.,2014,great athlet extens great team,Great athletes are an extension of great  teams,Great athletes are an extension of great  teams
House,112,-0.28300000000000003,43,2011-05-24,Mr. SMITH of Washington.,2011,fantast job nation,They do a  fantastic job for our Nation,They do a  fantastic job for our Nation
House,115,-0.368,45,2017-02-14,Mr. AL GREEN of Texas.,2017,happen,"Speaker, it can happen","Speaker, it can happen"
,113,-0.484,100,2013-09-30,Mr. BRADY of Pennsylvania.,2013,rise today honor accomplish bertha n,"Speaker, I  rise  today  to honor  the accomplishments of  Bertha N","Speaker, I  rise  today  to honor  the accomplishments of  Bertha N"
Senate,112,-0.35100000000000003,195,2011-01-25,Mr. HARKIN.,2011,current unit state spend trillion health care histor invest four cent everi dollar prevent public healthlet repeat thatjust four cent everi dollar invest prevent public health," Currently, the United States spends  more than $2 trillion on health care  each year but historically we invest  just four cents out of every dollar in  prevention and public health—let me  repeat  that—just  four  cents out of  every dollar is invested in prevention  and public health"," Currently, the United States spends  more than $2 trillion on health care  each year but historically we invest  just four cents out of every dollar in  prevention and public health—let me  repeat  that—just  four  cents out of  every dollar is invested in prevention  and public health"
,113,-0.565,125,2013-03-15,Mr. HASTINGS of Florida.,2013,urg colleagu support resolut honor yoani sanchez commend individu like dedic live protect strengthen civil right face advers,"Speaker, I urge my colleagues to support  this  resolution, which  honors  Yoani  Sa´nchez and commends  individuals  like her  who have dedicated  their  lives  to protecting  and strengthening civil rights in the face of adversity","Speaker, I urge my colleagues to support  this  resolution, which  honors  Yoani  Sa´nchez and commends  individuals  like her  who have dedicated  their  lives  to protecting  and strengthening civil rights in the face of adversity"
Senate,114,0.434,170,2016-07-13,Mr. SHELBY.,2016,presid rise today honor life friend garri neil drummond birmingham al pass away juli,"President, I rise  today to honor the life of my friend  Garry Neil Drummond of Birmingham,  AL, who passed away on July 13, 2016","President, I rise  today to honor the life of my friend  Garry Neil Drummond of Birmingham,  AL, who passed away on July 13, 2016"
House,112,0.66,9,2011-10-04,Mr. POMPEO.,2011,sinc come congress year ago sadli relearn govern washington dc,"Speaker,  since  coming to Congress 9 years ago, I have  sadly relearned that the government in  Washington D.C","Speaker,  since  coming to Congress 9 years ago, I have  sadly relearned that the government in  Washington D.C"
,112,-0.488,34,2011-10-27,Ms. HIRONO.,2011,hard work continu make steadi stride profess,"Through hard work, they continue to make steady strides in all professions","Through hard work, they continue to make steady strides in all professions"
,112,0.379,76,2012-05-18,Mr. PETRI.,2012,fond du lac school district locat fond du lac wisconsin congression district lot innov work prepar student success st centuri economi,"Fond du Lac School District,  located in Fond du Lac, Wisconsin, in my congressional district, is doing a lot of innovative  work to prepare its students for success in the  21st century economy","Fond du Lac School District,  located in Fond du Lac, Wisconsin, in my congressional district, is doing a lot of innovative  work to prepare its students for success in the  21st century economy"
Senate,112,-0.37,178,2012-02-01,Ms. MIKULSKI.,2012,legisl much strengthen relationship poland, This legislation does much more than  just strengthen our relationship with  Poland, This legislation does much more than  just strengthen our relationship with  Poland
Senate,114,-0.362,52,2015-01-21,Mr. DURBIN.,2015,learn yesterday republican not even support proposit refin oil product come refineri help america,We learned  yesterday  the Republicans will not  even support the proposition that the  refined oil products coming out of this  refinery will help America,We learned  yesterday  the Republicans will not  even support the proposition that the  refined oil products coming out of this  refinery will help America
House,113,-0.281,18,2013-10-22,Mr. BISHOP of Georgia.,2013,bill young depart veteran affair medic center,Bill Young Department of Veterans Affairs Medical Center,Bill Young Department of Veterans Affairs Medical Center
House,113,0.494,36,2013-07-17,Mr. ROE of Tennessee.,2013,audac weve done weve forc busi cut hour make less money penal dont buy someth," And now, the audacity of what we’ve  done is we’ve forced businesses to cut  these hours, where  they make  less  money, and then penalize you when  you  don’t  buy  something"," And now, the audacity of what we’ve  done is we’ve forced businesses to cut  these hours, where  they make  less  money, and then penalize you when  you  don’t  buy  something"
Senate,113,-0.342,87,2013-06-12,Mrs. MURRAY.,2013,see state lgbt communitya commun badli lack fair equal today broken system,And I see it in my State’s  LGBT community—a community that  badly lacks fairness and equality under  today’s broken system,And I see it in my State’s  LGBT community—a community that  badly lacks fairness and equality under  today’s broken system
House,114,0.56,93,2016-09-28,Mr. MESSER.,2016,committe arm servic,293); to the Committee on  Armed Services,293); to the Committee on  Armed Services
Senate,114,-0.362,52,2015-01-21,Mr. DURBIN.,2015,way, There is a way we can do this, There is a way we can do this
,115,0.532,64,2017-11-06,Ms. CHENEY.,2017,dedic philanthropi receiv multipl local award includ greater cheyenn chamber commerc person award,"He is dedicated to philanthropy, receiving multiple local awards, including the 2013  Greater Cheyenne Chamber of Commerce ’s  Person of  the Year award","He is dedicated to philanthropy, receiving multiple local awards, including the 2013  Greater Cheyenne Chamber of Commerce ’s  Person of  the Year award"
,114,-0.514,197,2015-01-13,Mr. RANGEL.,2015,great pleasur join nation celebr th anniversari korean american day januari,"Speaker, it is with great  pleasure that I join the nation in celebrating  the 113th Anniversary of Korean American  Day this January 13, 2015","Speaker, it is with great  pleasure that I join the nation in celebrating  the 113th Anniversary of Korean American  Day this January 13, 2015"
Senate,114,-0.45,114,2016-09-28,Mrs. BOXER.,2016,interpret strong languag leader harryreid republican major leader senat mcconnel ironclad commit,"I interpret the  strong  language  from my  leader,  HARRYREID, and the Republican majority leader, Senator MCCONNELL, as  an ironclad commitment","I interpret the  strong  language  from my  leader,  HARRYREID, and the Republican majority leader, Senator MCCONNELL, as  an ironclad commitment"
Senate,112,-0.383,100,2012-03-29,Mr. REED.,2012,presid suggest absenc quorum,"President, I suggest  the absence of a quorum","President, I suggest  the absence of a quorum"
,113,0.284,436,2013-12-12,Mr. WOLF.,2013,judg horn graduat muhlenberg colleg went attend william mari law school earn law degre," Judge Horne graduated  from Muhlenberg  College in 1965 and went on to attend William  and Mary Law School, where he earned his  law degree in 1969"," Judge Horne graduated  from Muhlenberg  College in 1965 and went on to attend William  and Mary Law School, where he earned his  law degree in 1969"
House,115,0.57,27,2017-10-11,Mr. BURGESS.,2017,certainli want thank commend colleagu repres peteolson spearhead import initi,"Speaker,  I certainly want  to  thank and  commend our  colleague,  Representative PETEOLSON, for spearheading  this  important  initiative","Speaker,  I certainly want  to  thank and  commend our  colleague,  Representative PETEOLSON, for spearheading  this  important  initiative"
House,115,-0.205,38,2017-02-14,Mr. CRIST.,2017,poll poll show floridian frankli american fed divis rancor washington," Poll after poll shows that Floridians  and, frankly, all Americans are fed up  with  the divisiveness and  rancor of  Washington"," Poll after poll shows that Floridians  and, frankly, all Americans are fed up  with  the divisiveness and  rancor of  Washington"
,115,-0.417,76,2017-02-07,Mr. NORCROSS.,2017,doyl occas citi camden new jersey name street honor monday februari,"Doyle on the  occasion of the City of Camden, New Jersey  naming a street in his honor on Monday, February 6, 2017","Doyle on the  occasion of the City of Camden, New Jersey  naming a street in his honor on Monday, February 6, 2017"
House,112,0.561,8,2011-01-07,Mr. GINGREY of Georgia.,2011,go pass hr,9 and we are going  to pass H.R,9 and we are going  to pass H.R
Senate,114,0.5379999999999999,41,2016-05-19,Mr. ENZI.,2016,unfortun account measur current place va not go far enough ensur health care need veteran prioriti," Unfortunately,  the  accountability  measures currently in place at the VA  do not go far enough in ensuring that  the health care needs of our veterans  are  the priority"," Unfortunately,  the  accountability  measures currently in place at the VA  do not go far enough in ensuring that  the health care needs of our veterans  are  the priority"
,114,-0.379,1,2015-04-28,Mr. HOYER.,2015,senat,"In the Senate, Mr","In the Senate, Mr"
,115,-0.53,95,2018-01-30,Ms. MOORE.,2018,armi corp engin fort worth texa,"Army Corps of Engineers  in Fort  Worth, Texas","Army Corps of Engineers  in Fort  Worth, Texas"
,112,-0.502,99,2011-04-15,Mr. MARKEY.,2011,lemkin definit exampl genocid crime armenian,Lemkin’s definitive  example of genocide was the crimes against  the Armenians,Lemkin’s definitive  example of genocide was the crimes against  the Armenians
,113,0.387,157,2013-06-12,Mr. BACHUS.,2013,special event took place march march lakeshor foundat team univers alabama nation wheelchair basketbal associ nwba success host nation intercollegi wheelchair basketbal associ tournament, A special event  took place  from March 7  through March 9 of this year when Lakeshore  Foundation teamed with the University of Alabama and the National Wheelchair Basketball  Association (NWBA) to successfully host the  National Intercollegiate Wheelchair Basketball  Association Tournament, A special event  took place  from March 7  through March 9 of this year when Lakeshore  Foundation teamed with the University of Alabama and the National Wheelchair Basketball  Association (NWBA) to successfully host the  National Intercollegiate Wheelchair Basketball  Association Tournament
,114,-0.385,88,2015-01-06,Ms. SPEIER.,2015,rise honor centenni merci high school burlingam kohl mansion histor beauti build deep mean commun person,"Speaker, I rise to honor  the Centennial of Mercy High School Burlingame’s Kohl Mansion, an historic and beautiful building with deep meaning for the community and for me personally","Speaker, I rise to honor  the Centennial of Mercy High School Burlingame’s Kohl Mansion, an historic and beautiful building with deep meaning for the community and for me personally"
House,113,-0.109,57,2013-07-17,Ms. SINEMA.,2013,activ tourism commun need understand comprehens immigr reform go benefit well,"If you  have any activity of tourism in your  community, you need to understand  that  comprehensive  immigration  reform is going to benefit you, as well","If you  have any activity of tourism in your  community, you need to understand  that  comprehensive  immigration  reform is going to benefit you, as well"
House,114,-0.48,67,2016-09-12,Mr. JEFFRIES.,2016,vision put forth founder speak truth power repres interest african american commun elect serv everyon elseregardless race entitl fiercest possibl represent democraci,"That was the vision that was  put forth by those 13 Founders: speaking truth to power, representing the interests of the African American communities they were elected to serve—  and everyone else—regardless of race,  who is entitled to the fiercest possible  representation in this democracy","That was the vision that was  put forth by those 13 Founders: speaking truth to power, representing the interests of the African American communities they were elected to serve—  and everyone else—regardless of race,  who is entitled to the fiercest possible  representation in this democracy"
House,113,-0.109,57,2013-07-17,Ms. SINEMA.,2013,much need reform fortifi intern trade relationship mexico,This much-needed reform will fortify our international trade relationship with Mexico,This much-needed reform will fortify our international trade relationship with Mexico
,112,-0.28300000000000003,30,2012-01-17,Mr. MICHAUD.,2012,year award recipi includ agren applianc baxter brew busi leadership award steve closson androscoggin bank ray geiger award la cash coalit la art walk commun servic award pike industri poland busi award auburn chief polic act citi manag phil crowel public servic leadership award healthi androscoggin educ award industri roof cool chamber award lewiston career center ken addit award busi advocaci center street dental new member northeastern charter tour librari cafe presid award," This year’s award recipients include Agren  Appliance  and  Baxter  Brewing,  Business  Leadership  Awards;  Steve  Closson  of  Androscoggin Bank,  the Ray Geiger Award;  L/A Cash Coalition and L/A Art Walk, Community Service Awards; Pike Industries, the Poland Business Award; Auburn Chief of Police  and Acting City Manager Phil Crowell,  the  Public Service  Leadership Award; Healthy  Androscoggin, the Education Award; Industrial  Roofing, the Cool Chamber Award; Lewiston  Career Center,  the Ken Addition Award  for  Business Advocacy; Center Street Dental,  New Member of the Year; and, Northeastern  Charter and Tours, and  the Library Cafe´,  President’s Awards"," This year’s award recipients include Agren  Appliance  and  Baxter  Brewing,  Business  Leadership  Awards;  Steve  Closson  of  Androscoggin Bank,  the Ray Geiger Award;  L/A Cash Coalition and L/A Art Walk, Community Service Awards; Pike Industries, the Poland Business Award; Auburn Chief of Police  and Acting City Manager Phil Crowell,  the  Public Service  Leadership Award; Healthy  Androscoggin, the Education Award; Industrial  Roofing, the Cool Chamber Award; Lewiston  Career Center,  the Ken Addition Award  for  Business Advocacy; Center Street Dental,  New Member of the Year; and, Northeastern  Charter and Tours, and  the Library Cafe´,  President’s Awards"
House,113,-0.391,2,2014-04-29,Mr. CICILLINE.,2014,far long congress describ long term unemploy number figur statist," For far too long, this Congress has  described the long-term unemployed in  numbers, figures, and statistics only"," For far too long, this Congress has  described the long-term unemployed in  numbers, figures, and statistics only"
,113,-0.281,127,2014-03-12,Mr. BISHOP of Georgia.,2014,buck surviv love wife sixti year tommi children leigh buckner jr grandson gradi nephew tim hank niec mari ann," Buck is survived by his loving wife of sixty  years, Tommie; children, Leigh and Buckner,  Jr.; grandson, Grady; nephews, Tim, Hank  and Will; and niece, Mary Ann"," Buck is survived by his loving wife of sixty  years, Tommie; children, Leigh and Buckner,  Jr.; grandson, Grady; nephews, Tim, Hank  and Will; and niece, Mary Ann"
Senate,114,-0.42,50,2015-04-28,Mr. BLUMENTHAL.,2015,gladand thank secretari mcdonaldth va launch vital import resourc veteran respons presid execut order establish principl excel school serv veteran,"I am glad—and I thank Secretary  McDonald—the VA has launched this  vitally important resource for veterans  in response to the President’s Executive order, which established principles  of excellence for schools that serve veterans","I am glad—and I thank Secretary  McDonald—the VA has launched this  vitally important resource for veterans  in response to the President’s Executive order, which established principles  of excellence for schools that serve veterans"
Senate,115,0.434,90,2018-03-14,Mr. SHELBY.,2018,th congress believ dynam shift," In the 115th Congress, I believe the  dynamics have shifted"," In the 115th Congress, I believe the  dynamics have shifted"
House,113,-0.364,10,2014-06-17,Mr. SWALWELL of California.,2014,constant advoc educ import dr,"A constant advocate for education and its importance, Dr","A constant advocate for education and its importance, Dr"
House,114,0.65,37,2015-03-17,Mr. WOODALL.,2015,thank friend vice yield," I thank my friend,  the vice chairman for yielding"," I thank my friend,  the vice chairman for yielding"
House,113,-0.6559999999999999,24,2013-06-12,Ms. WATERS.,2013,cant even amend theyr tri kill dodd frank,"We  can’t  even have  an  amendment  because,  again,  they’re  trying to kill Dodd-Frank","We  can’t  even have  an  amendment  because,  again,  they’re  trying to kill Dodd-Frank"
House,113,-0.402,11,2013-10-22,Mr. DOGGETT.,2013,spent time senat marylandrieu mani know strong advoc idea adopt legal guardianship children foster care," I have also spent some time with  Senator MARYLANDRIEU, who, as many  know, is a very strong advocate of the  idea of adoption and legal guardianship  for children in foster care"," I have also spent some time with  Senator MARYLANDRIEU, who, as many  know, is a very strong advocate of the  idea of adoption and legal guardianship  for children in foster care"
Senate,113,0.636,20,2014-05-12,Mr. RISCH.,2014,congratul cascad rescu compani nearli year growth dedic servic wish well futur f congratul marelli market,"I congratulate Cascade Rescue Company for  nearly 50 years of growth, dedication,  and service and wish them well in the  future.∑  f  CONGRATULATING MARELLI’S  MARKET  ∑","I congratulate Cascade Rescue Company for  nearly 50 years of growth, dedication,  and service and wish them well in the  future.∑  f  CONGRATULATING MARELLI’S  MARKET  ∑"
Senate,113,0.529,36,2014-01-07,Mr. BARRASSO.,2014,huge web site failur absolut,And huge Web site  failures? Absolutely,And huge Web site  failures? Absolutely
House,112,0.343,13,2011-01-25,Mrs. MILLER of Michigan.,2011,today madam would urg colleagu vote ye resolut let american peopl know heard loud clear novemb," Today, Madam  Speaker,  I  would urge all of my colleagues to vote  ‘‘yes’’ on this resolution and let the  American people know that we heard  them loud and clear in November"," Today, Madam  Speaker,  I  would urge all of my colleagues to vote  ‘‘yes’’ on this resolution and let the  American people know that we heard  them loud and clear in November"
,113,-0.281,127,2014-03-12,Mr. BISHOP of Georgia.,2014,henri martin melton,Henry Martin Melton,Henry Martin Melton
House,115,-0.491,3,2017-03-23,Ms. PELOSI.,2017,complet agreement not avail time chose end matter last night rule committe,A complete agreement was not  available by the time I chose to end the  matter last night in the Rules Committee,A complete agreement was not  available by the time I chose to end the  matter last night in the Rules Committee
,114,-0.401,204,2015-01-13,Mr. COHEN.,2015,abl avoid travel complic would vote follow ye hr,"Had I been able to avoid these  travel complications,  I would have voted as  follows:  YES on H.R","Had I been able to avoid these  travel complications,  I would have voted as  follows:  YES on H.R"
Senate,113,-0.35100000000000003,71,2014-03-05,Mr. HARKIN.,2014,anyon rais issu qualif, Did anyone  raise an  issue of his  qualifications? No, Did anyone  raise an  issue of his  qualifications? No
,113,-0.18600000000000005,106,2014-02-21,Mr. MURPHY of Florida.,2014,fibromyalgia syndrom person long term bodi wide pain tender joint muscl tendon soft tissu,"Fibromyalgia is a  syndrome  in which a person has  long-term,  body-wide pain and tenderness in the joints,  muscles,  tendons,  and  other  soft  tissues","Fibromyalgia is a  syndrome  in which a person has  long-term,  body-wide pain and tenderness in the joints,  muscles,  tendons,  and  other  soft  tissues"
Senate,115,-0.406,9,2018-04-09,Mr. SCHATZ.,2018,senat never stop work see nativ hawaiian recogn govern govern relationship unit state,"Senate, he never  stopped working to see Native Hawaiians recognized  in a government-to-  government  relationship  with  the  United States","Senate, he never  stopped working to see Native Hawaiians recognized  in a government-to-  government  relationship  with  the  United States"
