branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
House,105,-0.17600000000000002,352,1,Mr. LIPINSKI.,1997,bill amend titl xviii social secur act provid coverag earli detect prostat cancer cer tain drug treatment servic part b medicar program amend chapter titl unit state code provid,"A bill to amend title XVIII of the  Social Security Act to provide for coverage  of early detection of prostate cancer and cer tain drug treatment services under part B of  the Medicare Program, to amend chapter 17  of title 38, United States Code, to provide for  ","A bill to amend title XVIII of the  Social Security Act to provide for coverage  of early detection of prostate cancer and cer tain drug treatment services under part B of  the Medicare Program, to amend chapter 17  of title 38, United States Code, to provide for  "
House,102,-0.514,132,3,Mr. RANGEL.,1991,lllici street sale drug remain billion industri, lllici t street sales of drugs remain a  $100 billion industry a year, lllici t street sales of drugs remain a  $100 billion industry a year
House,106,-0.389,43,1999-02-11,Mr. CAPPS.,1999,last septemb conduct first comprehens studi impact big drug compani high price central coast california senior citizen, Last September I conducted the first  comprehensive  study of  the  impact  that these big drug companies’ high  prices are having on the central coast  of California’s senior citizens, Last September I conducted the first  comprehensive  study of  the  impact  that these big drug companies’ high  prices are having on the central coast  of California’s senior citizens
House,105,0.435,1062,9,Mr. SOUDER.,1998,drug free find congress find percent adult use illeg drug employ small busi concern employ per cent nation workforc percent famili children age least parent em ploy employe use abus addict substanc increas cost busi risk health safeti employe absente percent higher among drug user nondrug user b health benefit util percent higher among drug user nondrug user c percent workplac accid drug relat disciplinari action percent higher among drug user nondrug user e employe turnov significantli higher among drug user nondrug user," the  ""Drug-Free  (a) FINDINGS.-Congress finds that(1) 74 percent of adults who use illegal drugs  are employed;  (2) small business concerns employ over 50 per cent of the Nation's workforce;  (3) in over 88 percent of families with children  under  the age of 18, at least 1 parent is em ployed; and  ( 4) employees who use and abuse addictive  substances increase costs [or businesses and risk  the health and safety of all employees because ( A) absenteeism  is 66 percent higher among  drug users than nondrug users;  (B) health benefit utilization  is 300 percent  higher among drug users than nondrug users;  (C)  47 percent of workplace accidents are  drug-related;  (D) disciplinary actions are 90 percent higher  among drug users than nondrug users; and  (E) employee  turnover is significantly higher  among drug users than nondrug users"," the  ""Drug-Free  (a) FINDINGS.-Congress finds that(1) 74 percent of adults who use illegal drugs  are employed;  (2) small business concerns employ over 50 per cent of the Nation's workforce;  (3) in over 88 percent of families with children  under  the age of 18, at least 1 parent is em ployed; and  ( 4) employees who use and abuse addictive  substances increase costs [or businesses and risk  the health and safety of all employees because ( A) absenteeism  is 66 percent higher among  drug users than nondrug users;  (B) health benefit utilization  is 300 percent  higher among drug users than nondrug users;  (C)  47 percent of workplace accidents are  drug-related;  (D) disciplinary actions are 90 percent higher  among drug users than nondrug users; and  (E) employee  turnover is significantly higher  among drug users than nondrug users"
Senate,111,-0.362,116,2009-12-09,Mr. MENENDEZ.,2009,heard lot fda food drug administr, We have heard a lot about the FDA—  the Food and Drug Administration, We have heard a lot about the FDA—  the Food and Drug Administration
Senate,111,-0.362,116,2009-12-09,Mr. MENENDEZ.,2009,ye one safeguard american wrong type drug get marketplac make sure right type drug approv wrong one stay," Yes, they are the ones who safeguard  Americans from having the wrong type  of drugs get into our marketplace or  making sure the right type of drugs are  approved and the wrong ones stay out"," Yes, they are the ones who safeguard  Americans from having the wrong type  of drugs get into our marketplace or  making sure the right type of drugs are  approved and the wrong ones stay out"
Senate,103,0.1,287,8,Mr. COHEN.,1993,releas poi sonou vapor racial hatr hope less despair drug fuel vio lenc environment degrada tion,"It releases the poi sonous vapors of racial hatred, of hope lessness and despair, of drug-fueled vio lence, and of environmental degrada tion","It releases the poi sonous vapors of racial hatred, of hope lessness and despair, of drug-fueled vio lence, and of environmental degrada tion"
,111,0.688,185,2009-06-09,Mr. GARRETT of New Jersey.,2009,program allow children defeat neg cultur influenc challeng daili open line commun law enforc youth empow confid courag say drug, This program allows children  to defeat  the  negative cultural influences that they are challenged with daily by opening the lines of communication  between  law  enforcement  and  youth and empowering them with confidence  and courage to say no to drugs, This program allows children  to defeat  the  negative cultural influences that they are challenged with daily by opening the lines of communication  between  law  enforcement  and  youth and empowering them with confidence  and courage to say no to drugs
Senate,107,-0.374,144,2001-02-13,Mr. LEAHY.,2001,though effect enforc drug law particularli deter involv young peopl critic compon simpli insuffici meet sever social effect drug abus," Though effective enforcement of our  drug  laws, particularly  to deter  involvement of our young people, is a  critical component, this is simply insufficient to meet the severe social effects of drug abuse"," Though effective enforcement of our  drug  laws, particularly  to deter  involvement of our young people, is a  critical component, this is simply insufficient to meet the severe social effects of drug abuse"
,114,0.333,114,2016-07-06,Mr. CRENSHAW.,2016,exclud abus deterr formul prescript drug medicaid addit rebat requir new formul prescript drug, 705.Excluding  abuse-deterrent  formulations of prescription drugs from  the Medicaid additional rebate requirement for new formulations of  prescription drugs, 705.Excluding  abuse-deterrent  formulations of prescription drugs from  the Medicaid additional rebate requirement for new formulations of  prescription drugs
House,106,-0.389,43,1999-02-11,Mr. CAPPS.,1999,even wors inflat cost subsid discount high profit hmo get drug,"Even worse,  these inflated costs subsidize the discounts that high-profit HMOs get for  these very same drugs","Even worse,  these inflated costs subsidize the discounts that high-profit HMOs get for  these very same drugs"
,107,-0.472,139,2002-09-19,Mr. FATTAH.,2002,howev hous republican prescript drug plan sham propos provid real guarante," However, the House Republican prescription  drug plan is a sham proposal that provides no  real guarantee at all"," However, the House Republican prescription  drug plan is a sham proposal that provides no  real guarantee at all"
House,104,0.453,283,17,Mr. MILLER of Florida.,1996,upon arriv white hous bill clinton began dismantl war drug," Upon arriving  in  the White House,  Bill Clinton began by dismantling the  war on drugs"," Upon arriving  in  the White House,  Bill Clinton began by dismantling the  war on drugs"
House,105,0.375,384,7,Mr. PORTMAN.,1997,urg member support legisl get busi provid commun need support need reduc drug abus,I urge Members to  support this legislation so that we can  get on with the business of providing  communities the needed support they  need to reduce drug abuse,I urge Members to  support this legislation so that we can  get on with the business of providing  communities the needed support they  need to reduce drug abuse
Senate,115,0.382,39,2017-08-03,Mr. HATCH.,2017,may disagre certain polici us agre fund drug devic biolog center fda essenti,"While we may disagree on certain policies, most of us can agree that  funding the drug, device, and biologic  centers of the FDA is essential","While we may disagree on certain policies, most of us can agree that  funding the drug, device, and biologic  centers of the FDA is essential"
House,107,0.513,4,2002-07-17,Mr. SULLIVAN.,2002,week ago hous repres pass prescript drug benefit medicar,"Speaker, a few weeks ago, the House of Representatives passed a prescription drug benefit under Medicare","Speaker, a few weeks ago, the House of Representatives passed a prescription drug benefit under Medicare"
House,109,0.338,59,2005-06-27,Mr. ROGERS of Alabama.,2005,began program monitor border cross illeg immigr drug traffick even terrorist morph one wit call major project gone awri accord gsa audit problem go even,"What began as a  program to monitor the border crossing of illegal immigrants, drug trafficker, and even terrorists has morphed  into what one of our witnesses called  ‘‘a major project gone awry.’’  According to a 2004 GSA audit, the  problems go even further","What began as a  program to monitor the border crossing of illegal immigrants, drug trafficker, and even terrorists has morphed  into what one of our witnesses called  ‘‘a major project gone awry.’’  According to a 2004 GSA audit, the  problems go even further"
,96,-0.171,302,18,Mr. HAMILTON.,1979,comport volunt coun tri continu peac corp polici volunt found involv use illeg drug immedi termin peac corp return unit state,Comportment of volunteers  in-coun try.-It has been and will continue to be the  Peace Corps' policy that any Volunteer found  to be involved with the use of illegal drugs  will be  immediately  terminated  from  the  Peace Corps and  returned  to  the United  States,Comportment of volunteers  in-coun try.-It has been and will continue to be the  Peace Corps' policy that any Volunteer found  to be involved with the use of illegal drugs  will be  immediately  terminated  from  the  Peace Corps and  returned  to  the United  States
Senate,102,-0.145,1146,3,Mr. NUNN.,1991,presid would like announc inform senat public per manent subcommitte investiga tion committe govern mental affair hold hear mercenari drug cartel,"President,  I would  like to announce for the information of  the Senate and the public that the Per manent Subcommittee on  Investiga tions of  the Committee on Govern mental Affairs, will hold hearings on  mercenaries and drug cartels","President,  I would  like to announce for the information of  the Senate and the public that the Per manent Subcommittee on  Investiga tions of  the Committee on Govern mental Affairs, will hold hearings on  mercenaries and drug cartels"
,112,-0.458,215,2011-11-15,Ms. JACKSON LEE of Texas.,2011,repres texa border state extrem concern curtail flow illeg drug enter unit state," As a Representative from Texas, a border  state, I am extremely concerned with curtailing  the  flow of  illegal drugs entering  into  the  United States"," As a Representative from Texas, a border  state, I am extremely concerned with curtailing  the  flow of  illegal drugs entering  into  the  United States"
Senate,109,-0.266,97,2006-01-25,Mrs. FEINSTEIN.,2006,state not creat crisi felt nation poorest vulner senior disabl state not respons cost associ feder program intend provid individu comprehens prescript drug coverag littl cost,The States  did not create the crisis felt by our Nation’s poorest and most vulnerable seniors and disabled and the States should  not be responsible for costs associated  with a Federal program that was intended  to provide  these  individuals  with comprehensive prescription drug  coverage at little or no cost,The States  did not create the crisis felt by our Nation’s poorest and most vulnerable seniors and disabled and the States should  not be responsible for costs associated  with a Federal program that was intended  to provide  these  individuals  with comprehensive prescription drug  coverage at little or no cost
Senate,99,0.185,730,3,Mrs. HAWKINS.,1985,unit state current dip lomat relat major drug produc nation seven countri drug crop creas last," The United States currently has dip lomatic  relations with 10 of  the 13  major drug producing nations, and in  seven of those countries, drug crops in creased in the last year"," The United States currently has dip lomatic  relations with 10 of  the 13  major drug producing nations, and in  seven of those countries, drug crops in creased in the last year"
House,101,0.043,54,3,Mr. GILMAN.,1989,execut branch anti drug activ depart agenc involv result fragment ed effort,"The executive branch's anti drug  activities, with  17 Departments  and  Agencies involved, has resulted in a fragment ed effort","The executive branch's anti drug  activities, with  17 Departments  and  Agencies involved, has resulted in a fragment ed effort"
Senate,100,-0.301,410,1,Mr. MOYNIHAN.,1988,lastli million provid grant outreach counsel program prevent intraven drug use among minor group," Lastly, $50 million  is provided for  grants  for outreach and counseling  programs to prevent intravenous drug  use among minority groups"," Lastly, $50 million  is provided for  grants  for outreach and counseling  programs to prevent intravenous drug  use among minority groups"
Senate,95,0.489,1254,1,Mr. HANSEN.,1977,new drug sinc gave lot step didnt know,"New drugs since gave  me a lot more steps, but I didn't know that  then","New drugs since gave  me a lot more steps, but I didn't know that  then"
,114,0.333,114,2016-07-06,Mr. CRENSHAW.,2016,review investig report use opioid treatment depart veteran affair," 913.Review, investigation, and report on  use of opioids in treatment by Department of Veterans Affairs"," 913.Review, investigation, and report on  use of opioids in treatment by Department of Veterans Affairs"
Senate,94,0.446,1172,6,Mr. HRUSKA.,1975,presid introduc today bill amend comprehens drug abus prevent control act,"President,  I  am  introducing today a bill to amend the  Comprehensive Drug Abuse Prevention  and Control Act of 1970","President,  I  am  introducing today a bill to amend the  Comprehensive Drug Abuse Prevention  and Control Act of 1970"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,drug interdict seiz result feder enforc effort pound cocain seiz fy," More Drugs Interdicted and Seized.-As a  result  of  Federal  enforcement  efforts,  140,000 pounds of cocaine were seized in FY  1987"," More Drugs Interdicted and Seized.-As a  result  of  Federal  enforcement  efforts,  140,000 pounds of cocaine were seized in FY  1987"
House,100,-0.4,1501,5,Ms. OAKAR.,1988,accord investig manhat tan homicid unit new gang seem less respect human life previ ou older drug dealer," According to an investigator in the Manhat tan homicide unit,  the new gangs seem  to  have ""less respect for human life"" than previ ous and older drug dealers"," According to an investigator in the Manhat tan homicide unit,  the new gangs seem  to  have ""less respect for human life"" than previ ous and older drug dealers"
Senate,100,-0.35200000000000004,916,5,Mr. KERRY.,1988,said drug enforc administr often will overlook allega tion offici corrupt insur contin u cooper oper,He said:  The Drug Enforcement Administration  has often been willing to overlook allega tions of official corruption to insure contin ued cooperation with  its operations,He said:  The Drug Enforcement Administration  has often been willing to overlook allega tions of official corruption to insure contin ued cooperation with  its operations
Senate,115,0.375,93,2017-01-12,Mr. PORTMAN.,2017,make second largest crimin enterpris world behind drug trade,"That  makes it the second largest criminal  enterprise  in  the world, behind  the  drug trade","That  makes it the second largest criminal  enterprise  in  the world, behind  the  drug trade"
House,102,0.043,691,1,Mr. GILMAN.,1992,look forward work presid offic nation drug control polici make victori drug war drug abus reduct, I  look  forward  to working  with our President and  the Office of  the National Drug Control Policy  to  make 1993 a victory year in our drug  war and in drug abuse reduction, I  look  forward  to working  with our President and  the Office of  the National Drug Control Policy  to  make 1993 a victory year in our drug  war and in drug abuse reduction
,106,0.271,54,2000-04-26,Mr. GORTON.,2000,rememb law appli american drug manufactur year far sale within unit state concern,"Remember, this  law has applied to our American drug manufacturers for 65 years, as far as their sales within the United States are concerned","Remember, this  law has applied to our American drug manufacturers for 65 years, as far as their sales within the United States are concerned"
Senate,114,0.259,219,2016-07-06,Mrs. CAPITO.,2016,includ support va opioid safeti initiativesometh involv withwhich improv pain care higher risk opioid relat overdos,This includes supporting the VA’s Opioid Safety Initiative—something I have been  very  involved with—which  improves  pain care for those who have a higher  risk of opioid-related overdoses,This includes supporting the VA’s Opioid Safety Initiative—something I have been  very  involved with—which  improves  pain care for those who have a higher  risk of opioid-related overdoses
,104,0.322,1215,1,Mr. DOLE.,1996,much need denver drug counselor bob cota emphas kid shown need learn earli third fourth grade peat often repeat often like nation leadership vigil visibl," in  the  '90s much  more will be needed."" Denver drug counselor  Bob Cota  emphasized,  ""Kids have  to be  shown why they need to learn it early, in the  third and fourth grades-and it has to be re peated often.""  Repeated often-like in the '80s when the  national leadership was vigilant and visible"," in  the  '90s much  more will be needed."" Denver drug counselor  Bob Cota  emphasized,  ""Kids have  to be  shown why they need to learn it early, in the  third and fourth grades-and it has to be re peated often.""  Repeated often-like in the '80s when the  national leadership was vigilant and visible"
Senate,101,-0.241,543,11,Mr. BRYAN.,1990,forest servic agent marijuana grower,Forest Service agents and marijuana  growers,Forest Service agents and marijuana  growers
,106,-0.366,155,1999-04-20,Mr. PASCRELL.,1999,current serv eastsid high school home school council risk nj black unit fund passaic counti youth commiss municip drug allianc villag initi execut board children board director minor concern committe,"He currently serves on the Eastside High School’s Home School Council, RISK, NJ Black United Fund; Passaic County Youth Commission; Municipal Drug Alliance; Village Initiative Executive Board, Children’s Haven Board of Directors; and the Minority Concerns Committee","He currently serves on the Eastside High School’s Home School Council, RISK, NJ Black United Fund; Passaic County Youth Commission; Municipal Drug Alliance; Village Initiative Executive Board, Children’s Haven Board of Directors; and the Minority Concerns Committee"
Senate,108,-0.37,121,2003-06-24,Ms. MIKULSKI.,2003,drug spend reach senior clearli face seriou health problem senior would pay money without help govern even though still pay premium stay plan,"Once drug spending reaches $4,500 and this is a senior  who clearly  is  facing serious health  problems this senior would now have to  pay $1,300 of their own money without  any help from the Government even  though they are still paying premiums  to stay in the plan","Once drug spending reaches $4,500 and this is a senior  who clearly  is  facing serious health  problems this senior would now have to  pay $1,300 of their own money without  any help from the Government even  though they are still paying premiums  to stay in the plan"
House,109,-0.4,100,2006-05-23,Mr. LARSON of Connecticut.,2006,depart agricultur rural develop food drug administr relat agenc appropri act fiscal yea rollcal vote,"5384—Department of  Agriculture, Rural Development, Food  and  Drug Administration, and Related Agencies  Appropriations Act for fiscal year 2007; ‘‘yea’’  on  rollcall vote No","5384—Department of  Agriculture, Rural Development, Food  and  Drug Administration, and Related Agencies  Appropriations Act for fiscal year 2007; ‘‘yea’’  on  rollcall vote No"
House,102,-0.134,1559,7,Mr. LANCASTER.,1991,drug store,Drug stores,Drug stores
,105,-0.325,1304,1,Ms. STABENOW.,1998,drug czar gen,"Drug Czar,  Gen","Drug Czar,  Gen"
,103,-0.21600000000000005,595,2,Mr. CLEMENT.,1993,st congress dur ing congress introduc drug free truck stop act," During the 101 st Congress, and again dur ing the 102d Congress, I introduced the Drug  Free Truck Stop Act"," During the 101 st Congress, and again dur ing the 102d Congress, I introduced the Drug  Free Truck Stop Act"
Senate,115,-0.438,61,2017-05-18,Mr. BROWN.,2017,conduct traffic trooper kenneth velez elyria kill driver influenc drug," While conducting traffic, Trooper Kenneth Velez of Elyria was killed by a  driver under the influence of drugs"," While conducting traffic, Trooper Kenneth Velez of Elyria was killed by a  driver under the influence of drugs"
House,114,-0.478,123,2015-02-26,Ms. WILSON of Florida.,2015,studi show youth percent less like peer start use illeg drug percent less like start drink percent less like skip day school percent less like skip class," Studies also show that these youth are  46 percent less likely than their peers  to start using illegal drugs, 27 percent  less likely to start drinking, 52 percent  less likely to skip a day of school, and  37 percent less likely to skip a class"," Studies also show that these youth are  46 percent less likely than their peers  to start using illegal drugs, 27 percent  less likely to start drinking, 52 percent  less likely to skip a day of school, and  37 percent less likely to skip a class"
Senate,107,-0.374,144,2001-02-13,Mr. LEAHY.,2001,disturb report follow month heinou drug relat tripl murder rutland vermont," These disturbing reports followed by  only a few months a heinous drug-related  triple  murder  in  Rutland,  Vermont"," These disturbing reports followed by  only a few months a heinous drug-related  triple  murder  in  Rutland,  Vermont"
,101,0.426,1551,16,Mr. GEKAS.,1989,environment emphasi need focus strengthen ing famili unit stabl home contin u support time decreas drug usag rate among peer,"More environmental  emphasis needs to be focused on strengthen ing family units, stable homes and contin ued support will, over time, decrease drug  usage rates among my peers","More environmental  emphasis needs to be focused on strengthen ing family units, stable homes and contin ued support will, over time, decrease drug  usage rates among my peers"
Senate,107,0.091,193,2001-07-17,Ms. SNOWE.,2001,accord wall street journal poll percent retire use prescript drug everi day," According to a 1998 Wall Street Journal poll, 80 percent of retirees use a  prescription drug every day"," According to a 1998 Wall Street Journal poll, 80 percent of retirees use a  prescription drug every day"
House,104,-0.361,855,17,Mr. MANTON.,1996,provis bill complet task begun enact anim medicin drug use clari ficat act, The provisions of this bill complete a  task begun with enactment in 1994 of  the Animal Medicinal Drug Use Clari fication Act, The provisions of this bill complete a  task begun with enactment in 1994 of  the Animal Medicinal Drug Use Clari fication Act
House,108,0.552,38,2004-05-17,Mr. GUTKNECHT.,2004,us believ american ought access world class drug world market price last week good week,"And for those of us who believe  that Americans ought to have access to  world-class  drugs  at  world-market  prices, last week was a very good week","And for those of us who believe  that Americans ought to have access to  world-class  drugs  at  world-market  prices, last week was a very good week"
,106,0.366,79,2000-06-28,Mr. KNOLLENBERG.,2000,bipartisan plan ensur nation neediest senior receiv prescript drug coverag,The bipartisan plan ensures  that our nation’s neediest  seniors  receive prescription drug coverage,The bipartisan plan ensures  that our nation’s neediest  seniors  receive prescription drug coverage
House,109,-0.4,100,2006-05-23,Mr. LARSON of Connecticut.,2006,depart agricultur rural develop food drug administr relat agenc appropri act fiscal rollcal vote,"5384—Department of  the Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act  for  fiscal  year 2007; ‘‘no’’ on rollcall vote No","5384—Department of  the Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act  for  fiscal  year 2007; ‘‘no’’ on rollcall vote No"
,112,-0.465,115,2011-09-15,Ms. SLAUGHTER.,2011,investig found least million american expos prescript drug drink water,"In 2008, an investigation found that at least 46 million Americans  are  exposed  to  prescription  drugs  through  their drinking water","In 2008, an investigation found that at least 46 million Americans  are  exposed  to  prescription  drugs  through  their drinking water"
,106,-0.266,58,2000-06-28,Mr. POMEROY.,2000,way go altern not allow vote medicar coverag prescript drug,"The way to go is the alternative that we will not be allowed to vote on, Medicare coverage for prescription drugs","The way to go is the alternative that we will not be allowed to vote on, Medicare coverage for prescription drugs"
,106,-0.38,174,1999-04-27,Mr. BARRETT of Wisconsin.,1999,resid hillsid live poverti line earn incom facil ugli outmod neighborhood plagu drug crime public hous applic prefer wait longer help move,"In 1993, most of the residents in Hillside lived below the poverty line and had no earned income at all, the facilities were ugly and outmoded,  the neighborhood was plagued with drugs and crime, and most public housing applicants preferred  to wait longer  for help  than  to move  there","In 1993, most of the residents in Hillside lived below the poverty line and had no earned income at all, the facilities were ugly and outmoded,  the neighborhood was plagued with drugs and crime, and most public housing applicants preferred  to wait longer  for help  than  to move  there"
,102,0.336,1549,3,Mr. GOODLING.,1991,person found guilti drug crime not current classifi feloni includ simpl possess control substanc possess firearm time offens face jail time mandatori fine addit penalti impos drug offens,"Any person  found guilty of a  drug crime not currently classified as a felony,  including simple possession of a controlled  substance, and who possesses a firearm at  the time of the offense, will face jail time and/  or mandatory fines  in addition to any penalty  imposed for the drug offense","Any person  found guilty of a  drug crime not currently classified as a felony,  including simple possession of a controlled  substance, and who possesses a firearm at  the time of the offense, will face jail time and/  or mandatory fines  in addition to any penalty  imposed for the drug offense"
Senate,107,0.342,279,2001-01-22,Mr. GRASSLEY.,2001,nation institut health excit research effort underway could realli make differ tri reclaim live fellow citizen seduc fals pleasur drug use,The National Institutes of Health have some exciting research efforts underway that could really make a difference as we try to reclaim the lives of our fellow citizens who have been seduced by the false pleasures of drug use,The National Institutes of Health have some exciting research efforts underway that could really make a difference as we try to reclaim the lives of our fellow citizens who have been seduced by the false pleasures of drug use
House,108,0.435,36,2004-01-21,Mr. SOUDER.,2004,often talk problem challeng subcommitte drug polici committe oversight drug issu author offic nation drug control polici call drug czar director john walter," We often talk about the problems and  challenges as chairman of  the Subcommittee on Drug Policy, the committee that has oversight over all drug  issues but also authorizing over the Office of National Drug Control Policy,  so-called Drug Czar, Director John  Walters"," We often talk about the problems and  challenges as chairman of  the Subcommittee on Drug Policy, the committee that has oversight over all drug  issues but also authorizing over the Office of National Drug Control Policy,  so-called Drug Czar, Director John  Walters"
Senate,103,-0.334,885,13,Mr. WOFFORD.,1994,sinc drug use violenc often go hand hand promis strategi comprehens coordin school commun effort effort bring togeth famili student commun organ law en forcement,"Since drug use and violence often  go hand and hand, the most promising  strategy is comprehensive, coordinated  school and community efforts, efforts  that bring together families, students,  community organizations, and law en forcement","Since drug use and violence often  go hand and hand, the most promising  strategy is comprehensive, coordinated  school and community efforts, efforts  that bring together families, students,  community organizations, and law en forcement"
,108,-0.45,100,2004-09-08,Mr. OBEY.,2004,prescript drug major held vote open hour not get result want," On prescription drugs, the majority  held the vote open for 3 hours when  they did not get the result they wanted"," On prescription drugs, the majority  held the vote open for 3 hours when  they did not get the result they wanted"
,106,0.271,54,2000-04-26,Mr. GORTON.,2000,spread cost research develop fairli across purchas not american purchas inevit result lower price american prescript drug user exactli ought,"That will spread the cost of  research  and  development  fairly across all of the purchasers, not just the American purchasers, and will inevitably  result  in  lower  prices  for American  prescription  drug  users, which is exactly what we ought to do","That will spread the cost of  research  and  development  fairly across all of the purchasers, not just the American purchasers, and will inevitably  result  in  lower  prices  for American  prescription  drug  users, which is exactly what we ought to do"
,103,-0.262,955,1,Mr. TORRICELLI.,1994,addit food drug administr food safeti inspect servic estim foodborn ill cost unit state billion nualli medic expens lost productiv iti,"In  addition,  the Food and Drug Administration  and  the Food Safety and  Inspection Service  estimate  that  foodborne  illnesses  cost  the  United States between $6 and $23 billion an nually in medical expenses and lost productiv ity","In  addition,  the Food and Drug Administration  and  the Food Safety and  Inspection Service  estimate  that  foodborne  illnesses  cost  the  United States between $6 and $23 billion an nually in medical expenses and lost productiv ity"
Senate,107,0.331,109,2002-07-17,Mr. BENNETT.,2002,everybodi look understand system favor prescript drug benefit medicar,"Everybody who  looks at  this, who has any understanding of the system, is in favor of a  prescription drug benefit for Medicare","Everybody who  looks at  this, who has any understanding of the system, is in favor of a  prescription drug benefit for Medicare"
House,109,-0.473,85,2006-03-08,Mr. WAXMAN.,2006,oppon state look map state not heard almost state attorney gener governor agricultur commission food drug peopl state oppos never abl come tell congress,"The opponents from most of the States, if you  look at this map there are a few States  we have not heard from, but almost all  the States attorneys general and Governors and agriculture commissioners  and the food and drug people in those  States oppose it, but they have never  been able to come in and tell the Congress why","The opponents from most of the States, if you  look at this map there are a few States  we have not heard from, but almost all  the States attorneys general and Governors and agriculture commissioners  and the food and drug people in those  States oppose it, but they have never  been able to come in and tell the Congress why"
,107,-0.396,67,2002-05-24,Mr. STUPAK.,2002,suggest put civil monetari penalti peg sale drug one option consid,So I suggest that we put civil monetary penalties pegged to the sales of drugs as one option that we should consider,So I suggest that we put civil monetary penalties pegged to the sales of drugs as one option that we should consider
House,107,0.458,3,2002-01-24,Mr. KELLER.,2002,mentor act would give tax credit busi allow employe hour week paid time mentor children risk drop school get involv drug,The mentor act would give tax credits to businesses that allow their employees 1 hour a week of paid time off to mentor children at risk of dropping out of school and getting involved with drugs,The mentor act would give tax credits to businesses that allow their employees 1 hour a week of paid time off to mentor children at risk of dropping out of school and getting involved with drugs
,101,-0.514,1029,3,Mr. RANGEL.,1989,horribl price continu pay fight grow incurs drug traf fic great countri,"Speaker, about  the horrible price that we will continue to pay  to fight the growing incursion of the drug traf fic  in our great country","Speaker, about  the horrible price that we will continue to pay  to fight the growing incursion of the drug traf fic  in our great country"
Senate,110,-0.245,44,2008-03-04,Ms. KLOBUCHAR.,2008,not take child death sever injuri child swallow aqua dot date rape drug alert us problem countri, It  should not  take a child’s  death or severe injury or a child swallowing an Aqua Dot with a date rape  drug to alert us that there is a problem  in this country, It  should not  take a child’s  death or severe injury or a child swallowing an Aqua Dot with a date rape  drug to alert us that there is a problem  in this country
House,104,0.453,283,17,Mr. MILLER of Florida.,1996,drug czar work, That is where the drug czar works, That is where the drug czar works
Senate,113,-0.266,37,2013-12-20,Mrs. FEINSTEIN.,2013,marijuana grower agricultur land particularli central valley divert thousand gallon scarc water legitim agricultur,"Marijuana  growers on agricultural lands, particularly  in  the Central Valley, divert  thousands of gallons of scarce water  from  legitimate agriculture","Marijuana  growers on agricultural lands, particularly  in  the Central Valley, divert  thousands of gallons of scarce water  from  legitimate agriculture"
Senate,106,0.439,220,1999-05-06,Mr. BROWNBACK.,1999,eckberg class christ king cathol school commit live drug free serv role model young peopl kansa throughout nation f tribut plainfield ct th anniversari,"Eckberg’s class at  Christ the King Catholic School  for  their commitment to living drug free  and serving as role models for young  people in Kansas and throughout the  nation.∑  f  TRIBUTE TO PLAINFIELD, CT ON  ITS 300TH ANNIVERSARY  ∑","Eckberg’s class at  Christ the King Catholic School  for  their commitment to living drug free  and serving as role models for young  people in Kansas and throughout the  nation.∑  f  TRIBUTE TO PLAINFIELD, CT ON  ITS 300TH ANNIVERSARY  ∑"
Senate,101,0.275,1415,1,Mr. BOSCHWITZ.,1990,commiss estab lish anti drug abus act studi pay benefit issu relat recruit tention moral feder law en forcement offic,"The Commission was  estab lished by the Anti-Drug Abuse Act of  1988 to study pay, benefits, and other  issues related to the recruitment, re tention, and morale of Federal law en forcement officers","The Commission was  estab lished by the Anti-Drug Abuse Act of  1988 to study pay, benefits, and other  issues related to the recruitment, re tention, and morale of Federal law en forcement officers"
House,114,-0.393,17,2015-04-13,Ms. SEWELL of Alabama.,2015,million alabamian privat health insur access free prevent servic alabamian medicar save million prescript drug cost,"Over 1.1 million Alabamians with private health insurance  now have access  to  free preventive  services, and Alabamians with Medicare have saved more than $240 million  in  prescription  drug  costs","Over 1.1 million Alabamians with private health insurance  now have access  to  free preventive  services, and Alabamians with Medicare have saved more than $240 million  in  prescription  drug  costs"
,107,-0.472,139,2002-09-19,Mr. FATTAH.,2002,truth senior pawn corpor polit game prescript drug," The truth is, seniors are pawns in the corporate  and  political  game  of  prescription  drugs"," The truth is, seniors are pawns in the corporate  and  political  game  of  prescription  drugs"
House,114,0.223,41,2016-05-12,Mr. REICHERT.,2016,trooper hanger die august investig marijuana grow small town call yakima washington," Trooper Hanger died on August 6,  2015, while investigating a marijuana  grow in a small town called Yakima,  Washington"," Trooper Hanger died on August 6,  2015, while investigating a marijuana  grow in a small town called Yakima,  Washington"
House,101,0.043,54,3,Mr. GILMAN.,1989,respect narcot select com mitte creat congress thought appropri singl committe address aspect drug problem," With respect to the Narcotics Select Com mittee,  it was created because the Congress  thought it appropriate for there to be a single  committee to address all aspects of the drug  problem"," With respect to the Narcotics Select Com mittee,  it was created because the Congress  thought it appropriate for there to be a single  committee to address all aspects of the drug  problem"
