branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
House,108,0.573,3,2004-03-31,Mr. CHOCOLA.,2004,peopl incom percent poverti sign card elig addit addit assist per help reduc cost prescript drug, People with incomes below 135 percent of poverty who sign up for the  card will be eligible for an additional  $600 of additional assistance per year to  help further reduce the cost of their  prescription drugs in 2004 and 2005, People with incomes below 135 percent of poverty who sign up for the  card will be eligible for an additional  $600 of additional assistance per year to  help further reduce the cost of their  prescription drugs in 2004 and 2005
House,104,0.453,283,17,Mr. MILLER of Florida.,1996,surpris bill clinton watch number old use marijuana doubl marijuana use today start younger age,"Speaker, is it any surprise that  under Bill Clinton's watch the number  of 12to 17-year-olds using marijuana  has doubled? And marijuana use today  starts at a younger age","Speaker, is it any surprise that  under Bill Clinton's watch the number  of 12to 17-year-olds using marijuana  has doubled? And marijuana use today  starts at a younger age"
,107,-0.396,67,2002-05-24,Mr. STUPAK.,2002,result studi show vast major drug compani not mandat post market surveil studi,The results of this study show the vast majority of drug companies do not do their mandated post-marketing surveillance studies,The results of this study show the vast majority of drug companies do not do their mandated post-marketing surveillance studies
,100,0.227,235,17,Mr. BROOMFIELD.,1988,daili use marijuana among stu dent drop one nine high school senior one, Daily use of marijuana among  these stu dents dropped from one in nine high school  seniors in 1979 to one in 30 in 1987, Daily use of marijuana among  these stu dents dropped from one in nine high school  seniors in 1979 to one in 30 in 1987
,94,-0.27,173,2,Mr. PREYER.,1976,full employ help stop drug abus,Full employment will help  stop drug abuse,Full employment will help  stop drug abuse
,106,0.271,54,2000-04-26,Mr. GORTON.,2000,order purchas product discov develop manufactur sold unit state substanc prescript drug far less expens canada mexico matter unit kingdom across europ unit state,"in order to purchase products discovered,  developed, manufactured, and sold in the United States, but substances, prescription drugs, that are far less expensive in Canada, Mexico, and  for that matter,  in the United Kingdom and across Europe than here in the United States","in order to purchase products discovered,  developed, manufactured, and sold in the United States, but substances, prescription drugs, that are far less expensive in Canada, Mexico, and  for that matter,  in the United Kingdom and across Europe than here in the United States"
,106,0.271,54,2000-04-26,Mr. GORTON.,2000,simpli unfair impos higher price citizen unit state drugstor cash regist drug sold compani wholesal much lower price almost everywher els world,"Now, it is simply unfair to impose these higher prices on citizens of the United States at the drugstore cash register, when  the  same  drugs  are being sold by the same companies at wholesale, at so much lower prices almost everywhere else in the world","Now, it is simply unfair to impose these higher prices on citizens of the United States at the drugstore cash register, when  the  same  drugs  are being sold by the same companies at wholesale, at so much lower prices almost everywhere else in the world"
,98,-0.153,1172,1,Mr. HUGHES.,1984,section section analysi section short titl danger ou drug divers control act subsect b explain section amend con troll substanc act section amend control sub stanc import export act," SECTION-BY -SECTION ANALYSIS  Section 1 is the short title, the ""Danger ous Drug Diversion Control Act of 1984.""  Subsection  <b>  explains  that  sections  2  through 13 are amendments  to  the Con trolled Substances Act  and  sections  14  through  22  amend  the Controlled Sub stances Import and Export Act"," SECTION-BY -SECTION ANALYSIS  Section 1 is the short title, the ""Danger ous Drug Diversion Control Act of 1984.""  Subsection  <b>  explains  that  sections  2  through 13 are amendments  to  the Con trolled Substances Act  and  sections  14  through  22  amend  the Controlled Sub stances Import and Export Act"
,107,-0.353,172,2002-07-09,Mr. UDALL of Colorado.,2002,oppos republican prescript drug bill,"Speaker, I opposed  the Republican prescription drug bill","Speaker, I opposed  the Republican prescription drug bill"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,drug free militari arm forc test drug sinc, Drug-Free Military.-The Armed Forces  have been testing for drugs since 1971, Drug-Free Military.-The Armed Forces  have been testing for drugs since 1971
House,109,0.56,4,2006-05-10,Mrs. MYRICK.,2006,date million american sign new medicar prescript drug program save money,"Speaker, to date,  more than 30 million Americans have  signed up for the new Medicare prescription drug program, and that is because it saves them money","Speaker, to date,  more than 30 million Americans have  signed up for the new Medicare prescription drug program, and that is because it saves them money"
House,101,0.043,54,3,Mr. GILMAN.,1989,congress creat posit director nation drug control polici mulat implement comprehens co ordin nation drug strategi,"The Congress created  the position of  director of national drug control policy to for mulate and  implement a comprehensive, co ordinated national drug strategy","The Congress created  the position of  director of national drug control policy to for mulate and  implement a comprehensive, co ordinated national drug strategy"
House,110,-0.606,23,2007-01-05,Ms. SCHAKOWSKY.,2007,perhap singl best exampl abus medicar modern act law actual prohibit medicar negoti drug save va larg employ today guarante senior citizen person disabl pay drug need," Perhaps the single best example of these  abuses is the Medicare Modernization Act, a  law which actually prohibits Medicare from negotiating for drug savings, as the VA and large  employers do today, and by doing so guarantees that senior citizens and persons with disabilities will pay more than they should for the  drugs that they need"," Perhaps the single best example of these  abuses is the Medicare Modernization Act, a  law which actually prohibits Medicare from negotiating for drug savings, as the VA and large  employers do today, and by doing so guarantees that senior citizens and persons with disabilities will pay more than they should for the  drugs that they need"
House,102,-0.514,132,3,Mr. RANGEL.,1991,pub lic attitud drug harden,Pub lic attitudes against drugs are also  hardening,Pub lic attitudes against drugs are also  hardening
,102,0.254,1173,18,Mr. GILLMOR.,1991,want call attent commun district part fight drug abus,"Speaker,  I want to call  attention to a community in my district that is  doing its part in the fight against drug abuse","Speaker,  I want to call  attention to a community in my district that is  doing its part in the fight against drug abuse"
House,107,-0.292,9,2001-04-24,Mr. BENTSEN.,2001,legal logic not correct take medicar trust fund money spend anyth whether prescript drug highway howitz whatev,"Legally and logically it is not correct that you can take Medicare Trust Fund moneys and spend them on anything, whether  it  is prescription drugs or highways or Howitzers or whatever","Legally and logically it is not correct that you can take Medicare Trust Fund moneys and spend them on anything, whether  it  is prescription drugs or highways or Howitzers or whatever"
Senate,107,0.338,158,2002-07-17,Mr. SANTORUM.,2002,say senat illinoi half money advertis drug compani free sampl sampl physician end go patient free medic," I say to the Senator from Illinois, half the money in  advertising for drug companies is for  free  samples,  samples  to physicians  that end up going to patients for free  medication"," I say to the Senator from Illinois, half the money in  advertising for drug companies is for  free  samples,  samples  to physicians  that end up going to patients for free  medication"
,104,-0.39,850,21,Mr. MEEHAN.,1995,state leader fratern organ known heroin jericho, She was also the State leader of a fraternal  organization known as Heroines of Jericho, She was also the State leader of a fraternal  organization known as Heroines of Jericho
House,100,-0.435,348,2,Mr. RODINO.,1987,expect win war drug not will commit necessari resourc recent op ed piec former assist secretari state intern narcot matter mathea falco note drug abus seriou complex problem solv campaign speech good tention add unfortun long," How can we expect to win the war on drugs  if we are not willing to commit the necessary  resources to do it?  In a  recent op-ed piece  former Assistant  Secretary of State for International Narcotics  Matters, Mathea Falco notes that ""drug abuse  is too serious and complex a problem to be  solved by campaign speeches and good  in tentions."" She adds that ""unfortunately, long"," How can we expect to win the war on drugs  if we are not willing to commit the necessary  resources to do it?  In a  recent op-ed piece  former Assistant  Secretary of State for International Narcotics  Matters, Mathea Falco notes that ""drug abuse  is too serious and complex a problem to be  solved by campaign speeches and good  in tentions."" She adds that ""unfortunately, long"
,106,-0.491,79,2000-06-28,Mr. KILPATRICK.,2000,believ prescript drug benefit medicar must adher three principl benefit must univers must comprehens must afford,"I believe that a prescription drug benefit under Medicare must adhere  to  three principles: the benefit must be universal, it must be comprehensive, and it must be affordable","I believe that a prescription drug benefit under Medicare must adhere  to  three principles: the benefit must be universal, it must be comprehensive, and it must be affordable"
Senate,114,-0.53,156,2016-07-13,Ms. BALDWIN.,2016,time death jason differ prescript drug includ opioid,"At  the time of his death, Jason was on 14  different prescription drugs, including  opioids","At  the time of his death, Jason was on 14  different prescription drugs, including  opioids"
,112,-0.458,215,2011-11-15,Ms. JACKSON LEE of Texas.,2011,coast guard lead feder agenc maritim drug interdict,The Coast Guard is the lead  federal agency for maritime drug interdiction,The Coast Guard is the lead  federal agency for maritime drug interdiction
,106,-0.491,79,2000-06-28,Mr. KILPATRICK.,2000,afraid bill measur afford comprehens prescript drug propos democrat member sought offer deni major republican plan cannot stand rigor full fair honest debat,"Can it be  that  they are afraid  to have  their bill measured against a more affordable and comprehensive  prescription  drug  proposal  that Democratic Members sought to offer but were denied by the majority? The Republican plan cannot stand up to the rigors of a full, fair and honest debate","Can it be  that  they are afraid  to have  their bill measured against a more affordable and comprehensive  prescription  drug  proposal  that Democratic Members sought to offer but were denied by the majority? The Republican plan cannot stand up to the rigors of a full, fair and honest debate"
House,108,0.122,55,2003-07-14,Mrs. JOHNSON of Connecticut.,2003,bill guarante not one fallback two fallback one pure drug fallback one plan fallback," In our bill we guarantee not one fallback but two fallbacks: One that is a  pure drug fallback, and one is a plan  fallback"," In our bill we guarantee not one fallback but two fallbacks: One that is a  pure drug fallback, and one is a plan  fallback"
,95,-0.514,1094,5,Mr. RANGEL.,1977,heroin addict not law enforc problem societ problem, Heroin addiction is not a law-enforcement  problem;  it is a  societal problem, Heroin addiction is not a law-enforcement  problem;  it is a  societal problem
House,110,-0.29600000000000004,93,2007-06-27,Mr. RUPPERSBERGER.,2007,hidta fund enabl local state feder law enforc work togeth fight war drug," HIDTA  funding enables  local, State  and Federal law enforcement to work  together in fighting the war against  drugs"," HIDTA  funding enables  local, State  and Federal law enforcement to work  together in fighting the war against  drugs"
Senate,100,-0.301,410,1,Mr. MOYNIHAN.,1988,order cut suppli heroin persuad presid provid financi assist help turkish farmer make transit poppi base gener agricultur economi," In order  to cut off  the supply of  heroin, I persuaded the President to  provide  financial  assistance  to help  Turkish farmers make the transition  from a poppy-based to a more general  agricultural economy"," In order  to cut off  the supply of  heroin, I persuaded the President to  provide  financial  assistance  to help  Turkish farmers make the transition  from a poppy-based to a more general  agricultural economy"
House,106,-0.389,43,1999-02-11,Mr. CAPPS.,1999,prescript drug fair act senior introduc good friend colleagu gentleman texa,"This  Prescription Drug Fairness Act  for  Seniors, introduced by my good friends  and colleagues,  the gentleman  from  Texas (Mr","This  Prescription Drug Fairness Act  for  Seniors, introduced by my good friends  and colleagues,  the gentleman  from  Texas (Mr"
,102,-0.547,757,18,Mr. BONIOR.,1991,one highest com pliment panel work paid pri vate investig hire mylan laboratori gener drug compani thought applic approv market drug not treat quickli feder food drug ad ministr competitor,"One  of  the  highest  com pliments to the panel's work was paid by pri vate  investigators who had been hired by  Mylan Laboratories, a generic-drug company  that thought its applications for approval to  market drugs were not being  treated as  quickly by the Federal Food and Drug Ad ministration as those of competitors","One  of  the  highest  com pliments to the panel's work was paid by pri vate  investigators who had been hired by  Mylan Laboratories, a generic-drug company  that thought its applications for approval to  market drugs were not being  treated as  quickly by the Federal Food and Drug Ad ministration as those of competitors"
,102,0.382,1325,7,Mr. OXLEY.,1991,hope law courag fight drug traffick colombia not forgotten, I hope Law's courage  in  fighting  the drug  traffickers  in Colombia will not be  forgotten, I hope Law's courage  in  fighting  the drug  traffickers  in Colombia will not be  forgotten
House,114,0.6459999999999999,13,2016-05-12,Mr. SENSENBRENNER.,2016,want thank goodlatteand colleagu senat tremend work address opioid epidem, I want  to  thank Chairman GOODLATTEand my colleagues in the Senate  for their tremendous work while addressing the opioid epidemic, I want  to  thank Chairman GOODLATTEand my colleagues in the Senate  for their tremendous work while addressing the opioid epidemic
House,114,0.5379999999999999,19,2016-02-12,Mr. PITTS.,2016,ingeneralsect qh feder food drug cosmet act usc," (a) INGENERAL.—Section 403(q)(5)(H) of the  Federal Food, Drug, and Cosmetic Act  (21  U.S.C"," (a) INGENERAL.—Section 403(q)(5)(H) of the  Federal Food, Drug, and Cosmetic Act  (21  U.S.C"
,113,0.913,156,2014-04-29,Mr. BROUN of Georgia.,2014,leadership pastor tate sever ministri form rock spring church order meet need commun includ rock spring medic clinic care cannot afford medic insur potter hous minist women battl drug alcohol abus rock spring christian academi offer qualiti educ children k impact street ministri help homeless serv meal provid cloth need," Under the leadership of Pastor Tate, several  ministries  were  formed  at  Rock  Springs  Church in order to meet the needs of the community, including:  The Rock Springs Medical Clinic to care for  those who cannot afford medical  insurance,  the Potter’s House, which ministers to women  battling drug and alcohol abuse, Rock Springs  Christian Academy, offering quality education  to children K  through 12, and  the  Impact  Street Ministries, which helps the homeless by  serving meals and providing clothing to those  in need"," Under the leadership of Pastor Tate, several  ministries  were  formed  at  Rock  Springs  Church in order to meet the needs of the community, including:  The Rock Springs Medical Clinic to care for  those who cannot afford medical  insurance,  the Potter’s House, which ministers to women  battling drug and alcohol abuse, Rock Springs  Christian Academy, offering quality education  to children K  through 12, and  the  Impact  Street Ministries, which helps the homeless by  serving meals and providing clothing to those  in need"
Senate,107,0.338,158,2002-07-17,Mr. SANTORUM.,2002,measur dorgan propos drug worldfrom terrorist countri come canada countri without anybodi inspect canada one,"Under this measure, the  Dorgan proposal, drugs from all over  the world—from terrorist countries— can come through Canada  into this  country without anybody  inspecting  them in Canada, no one","Under this measure, the  Dorgan proposal, drugs from all over  the world—from terrorist countries— can come through Canada  into this  country without anybody  inspecting  them in Canada, no one"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,key drug free america,These are the keys  to a drug-free America,These are the keys  to a drug-free America
House,101,-0.429,738,11,Mr. SOLARZ.,1990,free fair elect pol pot khmer roug would chanc whatsoev," In a free and fair election, Pol Pot  and the Khmer Rouge would have no  chance whatsoever"," In a free and fair election, Pol Pot  and the Khmer Rouge would have no  chance whatsoever"
,106,0.627,16,2000-04-03,Mr. ROHRABACHER.,2000,countri like austria desir immigr polici maintain tradit pattern cultur rather becom melt pot like unit state everi right immigr law consist goal," If other countries, like Austria, desire an immigration policy that maintains traditional patterns and culture, rather than becoming a melting pot like the United States,  they have every right  to  immigration laws consistent with that goal"," If other countries, like Austria, desire an immigration policy that maintains traditional patterns and culture, rather than becoming a melting pot like the United States,  they have every right  to  immigration laws consistent with that goal"
,107,-0.472,139,2002-09-19,Mr. FATTAH.,2002,earli report indic republican plan major gap prescript drug plan leav medicar beneficiari financi liabl thousand dollar drug cost, Early  reports  indicate  that  the Republican  plan has major gaps and  their prescription  drug plan will  leave Medicare beneficiaries  100% financially liable for thousands of dollars  in drug costs, Early  reports  indicate  that  the Republican  plan has major gaps and  their prescription  drug plan will  leave Medicare beneficiaries  100% financially liable for thousands of dollars  in drug costs
,98,-0.08800000000000001,113,18,Mr. BENNETT.,1984,work post offic drug store bank clerk big citi kansa citi tri hand oil well develop not work own small haberdasheri war buddi eddi jacobson went broke,"He  worked in the post office, in a drug store, as  a bank clerk in the big city-Kansas City,  tried his hand at oil well development,  which did not work out, and owned a small  haberdashery after the war with his buddy,  Eddie Jacobson, that went broke","He  worked in the post office, in a drug store, as  a bank clerk in the big city-Kansas City,  tried his hand at oil well development,  which did not work out, and owned a small  haberdashery after the war with his buddy,  Eddie Jacobson, that went broke"
House,108,0.251,36,2004-06-01,Mr. ENGLISH.,2004,sign drug discount card get inform plan offer area could not easier,"Speaker, signing up for the drug  discount card and getting information  on the plans offered in their area could  not be easier","Speaker, signing up for the drug  discount card and getting information  on the plans offered in their area could  not be easier"
,97,0.115,939,1,Mr. DURENBERGER.,1981,incarcer confin psychiatr asylum drug chemic forc administ,incarcerated and  confined to psychiatric asylums where drugs  and chemicals are forcefully administered,incarcerated and  confined to psychiatric asylums where drugs  and chemicals are forcefully administered
House,101,0.34700000000000003,174,12,Mr. HOPKINS.,1989,depart defens begin ning formul necessari plan resourc put togeth credi ble effect drug enforc plan, The Department of Defense is begin ning to formulate the necessary plans  and resources to put together a credi ble  and effective drug enforcement  plan, The Department of Defense is begin ning to formulate the necessary plans  and resources to put together a credi ble  and effective drug enforcement  plan
,99,-0.023,238,6,Mr. CONTE.,1986,snook kelley found father famou bean pot tournament led eight team victori cele brate new england hockey fest, Snooks Kelley was also a founding father of  the now famous Bean pot Tournament and led  eight of his own teams to victory in the cele brated New England hockey fest, Snooks Kelley was also a founding father of  the now famous Bean pot Tournament and led  eight of his own teams to victory in the cele brated New England hockey fest
,111,0.433,197,2010-03-10,Mr. ROSKAM.,2010,madam rise today recogn impact day held nation associ chain drug store nacd," Madam Speaker, I rise today  to recognize the 2010 @IMPACT Day held by  the National Association of Chain Drug Stores  (NACDS)"," Madam Speaker, I rise today  to recognize the 2010 @IMPACT Day held by  the National Association of Chain Drug Stores  (NACDS)"
House,102,0.415,1172,1,Mr. ROBERTS.,1992,charg includ drug traffick staff embezzl theft postal fund,"The charges include drug  trafficking by staff, embezzlement, and  theft of postal funds","The charges include drug  trafficking by staff, embezzlement, and  theft of postal funds"
House,101,-0.342,174,12,Mr. MAVROULES.,1989,urg colleagu side aisl get behind program send clear messag citizen drug smuggler alik, I  urge my  colleagues on  both sides of the aisle to get behind  this program and send a clear message  to our citizens and the drug smugglers  alike, I  urge my  colleagues on  both sides of the aisle to get behind  this program and send a clear message  to our citizens and the drug smugglers  alike
,106,0.366,79,2000-06-28,Mr. KNOLLENBERG.,2000,sit budget committe respons set asid billion specif prescript drug benefit,I sit on the Budget Committee and we responsibly set aside $40 billion specifically for a prescription drug benefit,I sit on the Budget Committee and we responsibly set aside $40 billion specifically for a prescription drug benefit
Senate,113,-0.266,37,2013-12-20,Mrs. FEINSTEIN.,2013,last alon marijuana plant erad site nation forest land," Last year alone, over 900,000 marijuana plants were eradicated at 471  sites on National Forest Lands"," Last year alone, over 900,000 marijuana plants were eradicated at 471  sites on National Forest Lands"
Senate,115,0.375,93,2017-01-12,Mr. PORTMAN.,2017,arrest way found bag heroin,"When he was arrested, by the way, he was found with  more than 8,000 bags of heroin","When he was arrested, by the way, he was found with  more than 8,000 bags of heroin"
,98,0.413,285,7,Mr. HILER.,1983,mari detert one everyday heroin societi,"Speaker, Mary Detert is one of  the everyday heroines of our society","Speaker, Mary Detert is one of  the everyday heroines of our society"
,114,0.333,114,2016-07-06,Mr. CRENSHAW.,2016,opioid overdos revers medic access educ grant program,110.Opioid overdose  reversal medication  access and education grant programs,110.Opioid overdose  reversal medication  access and education grant programs
,101,0.6,706,16,Mr. DUNCAN.,1989,bennett congratul new comprehens program attack drug problem countri,BENNETT:  I congratulate you on  your new comprehensive program to attack  the drug problem  in  the country,BENNETT:  I congratulate you on  your new comprehensive program to attack  the drug problem  in  the country
House,102,-0.6579999999999999,1394,18,Mr. CONYERS.,1991,anyon watch noriega trial know drug kingpin dont get tough sentenc get wit fee protect exchang testimoni,"And as  anyone watching  the Noriega  trial  knows, drug kingpins don't get tough  sentences-they get witness  fees and  protection in exchange for testimony","And as  anyone watching  the Noriega  trial  knows, drug kingpins don't get tough  sentences-they get witness  fees and  protection in exchange for testimony"
House,114,0.6459999999999999,13,2016-05-12,Mr. SENSENBRENNER.,2016,misus addict opioid heroin morphin prescript pain medic devast hold countri," The misuse  of  and  addiction  to  opioids, such as heroin, morphine, and  other prescription pain medications,  has had a devastating hold on this  country"," The misuse  of  and  addiction  to  opioids, such as heroin, morphine, and  other prescription pain medications,  has had a devastating hold on this  country"
,100,0.227,235,17,Mr. BROOMFIELD.,1988,strengthen drug law enforc use avail resourc stop drug traffick,"Strengthened drug  law enforcement,  using all of our available resources to stop  drug traffickers","Strengthened drug  law enforcement,  using all of our available resources to stop  drug traffickers"
House,101,0.162,200,12,Mr. RAVENEL.,1989,shall includ propos design author corridor civilian aircraft vessel may travel drug interdict area b requir submiss navig plan civilian aircraft vessel travel drug interdict area,shall include proposals to <A>  designate  authorized  corridors  by  which  civilian  aircraft  and vessels may  travel through drug-interdiction areas; and  <B> require the submission of navigational  plans  for all civilian aircraft and vessels  that will travel in drug-interdiction areas,shall include proposals to <A>  designate  authorized  corridors  by  which  civilian  aircraft  and vessels may  travel through drug-interdiction areas; and  <B> require the submission of navigational  plans  for all civilian aircraft and vessels  that will travel in drug-interdiction areas
House,108,0.251,36,2004-06-01,Mr. ENGLISH.,2004,brought head cm district town meet said would take coupl year ramp prescript drug program made clear group senior mercer counti pennsylvania want see someth quicker abl,"And when I brought the head  of CMS into my district for a town  meeting and he said it would take a  couple of years to ramp up a prescription drug program, they made it very  clear, that group of seniors in Mercer  County, Pennsylvania, they wanted to  see  something quicker, and  that  is  what we have been able to do","And when I brought the head  of CMS into my district for a town  meeting and he said it would take a  couple of years to ramp up a prescription drug program, they made it very  clear, that group of seniors in Mercer  County, Pennsylvania, they wanted to  see  something quicker, and  that  is  what we have been able to do"
House,95,0.043,1211,3,Mr. GILMAN.,1978,preliminari staff studi drug abus new york citi school jan uari select committe studi state percent student grade user drug seriou marijuana school receiv exposur either prevent intervent servic indicat ing seriou unmet need program," In its ""Preliminary Staff Study-Drug  Abuse in New York City Schools,"" Jan uary 1977, the select committee's study  stated:  More than 41.1 percent of the students in  grades 7-12 who were users of drugs more  serious than marijuana during the 1974-75  school year received no exposure  to either  prevention or intervention services indicat ing a serious unmet need for such programs"," In its ""Preliminary Staff Study-Drug  Abuse in New York City Schools,"" Jan uary 1977, the select committee's study  stated:  More than 41.1 percent of the students in  grades 7-12 who were users of drugs more  serious than marijuana during the 1974-75  school year received no exposure  to either  prevention or intervention services indicat ing a serious unmet need for such programs"
House,106,-0.389,43,1999-02-11,Mr. CAPPS.,1999,drug keep older american hospit nurs home,These drugs are keeping our  older Americans out of hospitals and  out of nursing homes,These drugs are keeping our  older Americans out of hospitals and  out of nursing homes
,106,0.271,54,2000-04-26,Mr. GORTON.,2000,reimport bill certain limit would lift restrict would allow bizarr situat drugstor unit state could purchas americanmanufactur drug canada less could buy unit state,Reimportation bills with certain limitations would lift that restriction and would  allow  the  bizarre  situation where  the drugstore  in  the United States could purchase an Americanmanufactured drug in Canada for less than it could buy it for in the United States,Reimportation bills with certain limitations would lift that restriction and would  allow  the  bizarre  situation where  the drugstore  in  the United States could purchase an Americanmanufactured drug in Canada for less than it could buy it for in the United States
House,108,0.251,36,2004-06-01,Mr. ENGLISH.,2004,annual enrol fee senior enjoy save drug percent gener drug percent usual retail price percent averag retail price significantli larger discount avail mail order drug," For an annual enrollment fee of no  more than $30, seniors will enjoy savings on drugs of up to 30 to 60 percent  on generic drugs, 16 to 30 percent or  more on usual retail prices, and 11.5 to  17 percent off average retail prices with  significantly larger discounts available  on mail order drugs"," For an annual enrollment fee of no  more than $30, seniors will enjoy savings on drugs of up to 30 to 60 percent  on generic drugs, 16 to 30 percent or  more on usual retail prices, and 11.5 to  17 percent off average retail prices with  significantly larger discounts available  on mail order drugs"
Senate,114,-0.53,156,2016-07-13,Ms. BALDWIN.,2016,die wisconsin tomah veteran affair medic center mix drug toxic,He died in Wisconsin’s Tomah Veterans Affairs Medical Center of mixed-drug toxicity,He died in Wisconsin’s Tomah Veterans Affairs Medical Center of mixed-drug toxicity
,102,0.254,1173,18,Mr. GILLMOR.,1991,children get messag evil drug america futur safer," When all of our children get  the message  about the evil of drugs, America's future will  be safer"," When all of our children get  the message  about the evil of drugs, America's future will  be safer"
Senate,108,-0.37,121,2003-06-24,Ms. MIKULSKI.,2003,senat debat legisl provid senior prescript drug start mani shortcom bill, The Senate is debating legislation to  provide seniors with prescription drugs  that is a start but there are also many  shortcomings with  this bill, The Senate is debating legislation to  provide seniors with prescription drugs  that is a start but there are also many  shortcomings with  this bill
,102,0.254,1173,18,Mr. GILLMOR.,1991,often said best way stop alco hol drug abus educ, I  have often said that the best way to stop alco hol and drug abuse  is  through education, I  have often said that the best way to stop alco hol and drug abuse  is  through education
Senate,106,-0.241,206,1999-07-22,Mr. BRYAN.,1999,byrn grant provid critic staff resourc iowa drug enforc task forc work stem methamphetamin epidem region,The  Byrne grant provides critical staff and  resources for Iowa’s 24 drug enforcement task forces working to stem the  methamphetamine epidemic in the region,The  Byrne grant provides critical staff and  resources for Iowa’s 24 drug enforcement task forces working to stem the  methamphetamine epidemic in the region
House,106,-0.389,43,1999-02-11,Mr. CAPPS.,1999,offic releas report cost prescript drug senior importantli major reason cost high find startl,"My office then released a report on the cost  of prescription drugs for seniors and,  more importantly, a major reason why  these costs are so high, and the findings are startling","My office then released a report on the cost  of prescription drugs for seniors and,  more importantly, a major reason why  these costs are so high, and the findings are startling"
Senate,115,0.375,93,2017-01-12,Mr. PORTMAN.,2017,ohio usual heroin," In Ohio,  it  is usually heroin"," In Ohio,  it  is usually heroin"
House,113,0.455,27,2013-06-03,Mr. GARDNER.,2013,legisl reauthor two import program food drug administr provid farmer rancher pet owner veterinarian speedi access medic need treatment herd pet," This legislation will reauthorize two  very important programs at the Food  and Drug Administration that will provide farmers, ranchers, pet owners, and  veterinarians with  speedy access  to  medications  that  they need  for  the  treatment of herds and pets"," This legislation will reauthorize two  very important programs at the Food  and Drug Administration that will provide farmers, ranchers, pet owners, and  veterinarians with  speedy access  to  medications  that  they need  for  the  treatment of herds and pets"
,114,0.333,114,2016-07-06,Mr. CRENSHAW.,2016,fda opioid action plan, 106.FDA opioid action plan, 106.FDA opioid action plan
,110,0.601,211,2008-03-12,Mr. MACK.,2008,school visit confer commun celebr profession counselor train lee counti coalit empow teenag famili make right choic drug alcohol use,"From  school  visits  to  conferences,  community celebrations to professional counselor  training,  the Lee County Coalition has  been empowering  teenagers and  families  to  make the right choices about drug and alcohol  use","From  school  visits  to  conferences,  community celebrations to professional counselor  training,  the Lee County Coalition has  been empowering  teenagers and  families  to  make the right choices about drug and alcohol  use"
House,108,-0.631,24,2004-05-17,Mr. STARK.,2004,undocu alien emerg medic assist amend bill would amend section medicar prescript drug improv modern act mma,"3722, the ‘‘Undocumented Alien Emergency Medical Assistance  Amendments of 2004.’’ This bill would amend  Section 1011 of  the Medicare Prescription  Drug, Improvement, and Modernization Act of  2003 MMA","3722, the ‘‘Undocumented Alien Emergency Medical Assistance  Amendments of 2004.’’ This bill would amend  Section 1011 of  the Medicare Prescription  Drug, Improvement, and Modernization Act of  2003 MMA"
,106,-0.491,79,2000-06-28,Mr. KILPATRICK.,2000,medicar drug act,"4680, the Medicare Drug 2000 Act","4680, the Medicare Drug 2000 Act"
Senate,100,0.196,205,2,Mr. DANFORTH.,1987,presid senat dole senat gramm texa introduc today bill would requir mandatori random drug test safeti sensit personnel relat railroad dustri aviat industri," President,  Senator DOLE,  Senator  GRAMM  of  Texas, and I are introducing today a  bill which would  require mandatory  random drug testing of safety-sensitive  personnel related to the railroad  in dustry  and  the  aviation  industry"," President,  Senator DOLE,  Senator  GRAMM  of  Texas, and I are introducing today a  bill which would  require mandatory  random drug testing of safety-sensitive  personnel related to the railroad  in dustry  and  the  aviation  industry"
,101,0.6,706,16,Mr. DUNCAN.,1989,william bennett director offic nation drug control polici offic secretari educ washington dc,"WILLIAM BENNETT,  I  Director of Office of National Drug Control  Policy, Office of Secretary of Education,  Washington, DC","WILLIAM BENNETT,  I  Director of Office of National Drug Control  Policy, Office of Secretary of Education,  Washington, DC"
,102,0.254,1173,18,Mr. GILLMOR.,1991,make contribut drug free america would say wood counti shine bright octob,"As  it  makes its contribution to a drug-free America,  I would say that Wood County will be shining  bright from October 19 through 26","As  it  makes its contribution to a drug-free America,  I would say that Wood County will be shining  bright from October 19 through 26"
Senate,113,-0.266,37,2013-12-20,Mrs. FEINSTEIN.,2013,california oper pristin recent effort combat environment damag caus illeg marijuana product result remov ton trash includ pesticid batteri fertil propan tank environment sensit land,"In California, Operation Pristine, a recent effort to combat the environmental damage caused by illegal  marijuana production, resulted in the  removal of over 8,700 tons of trash including pesticides, batteries, fertilizers  and  propane  tanks  from  environmentally sensitive lands","In California, Operation Pristine, a recent effort to combat the environmental damage caused by illegal  marijuana production, resulted in the  removal of over 8,700 tons of trash including pesticides, batteries, fertilizers  and  propane  tanks  from  environmentally sensitive lands"
,103,0.259,1257,20,Mr. FRANKS of New Jersey.,1994,recent year pharmaceut compani mani locat home state new jersey develop wide varieti break drug save countless thou sand live everi," In recent years,  pharmaceutical companies, many of which are  located  in my home State of New Jersey,  have  developed  a wide  variety  of break through drugs that are saving countless thou sands of lives every year"," In recent years,  pharmaceutical companies, many of which are  located  in my home State of New Jersey,  have  developed  a wide  variety  of break through drugs that are saving countless thou sands of lives every year"
