branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
Senate,98,-0.355,641,13,Mr. SASSER.,1983,feel time ask nation prosper citizen sacrific portion tax cut bear fair measur burden cut need sustain econom coveri,I feel that it is time we ask our  Nation's most prosperous citizens  to  sacrifice a portion of their tax cut and  to bear a fair measure of the burden  of cuts needed to sustain economic re covery,I feel that it is time we ask our  Nation's most prosperous citizens  to  sacrifice a portion of their tax cut and  to bear a fair measure of the burden  of cuts needed to sustain economic re covery
House,109,0.471,45,2005-04-21,Mr. WELDON of Florida.,2005,combin strategi strong rd effici incent help ensur futur gener american vibrant grow economi not worri whim foreign influenc energi," Through  a  combined strategy of strong R&D, efficiency  and incentives we can help ensure future generations of Americans a vibrant and growing  economy while not having to worry about the  whims of foreign influence on our energy"," Through  a  combined strategy of strong R&D, efficiency  and incentives we can help ensure future generations of Americans a vibrant and growing  economy while not having to worry about the  whims of foreign influence on our energy"
Senate,111,0.429,81,2010-02-24,Mr. GREGG.,2010,claim money come gener fund fund highway fund call offset wont score,"But  what they claim is that because the  money is coming out of the general  fund to fund the highway fund, they  are calling that an offset so it won’t  score","But  what they claim is that because the  money is coming out of the general  fund to fund the highway fund, they  are calling that an offset so it won’t  score"
House,98,0.217,173,13,Mr. PORTER.,1983,think design congression irrespons show american peopl congress recogn fact despit reagan admini tration valiant attempt foster strong last econom recoveri hous democrat leadership done derail presid train tax relief measur begun,"Chairman, I  think this year should be designated  ""Congressional Irresponsibility Year.""  This will show the American people  that we in the Congress recognize the  fact that despite the Reagan adminis tration's valiant attempt  to foster a  strong and lasting economic recovery,  the House Democratic leadership has  done all it can to derail the President's  train of tax relief measures begun in  1981","Chairman, I  think this year should be designated  ""Congressional Irresponsibility Year.""  This will show the American people  that we in the Congress recognize the  fact that despite the Reagan adminis tration's valiant attempt  to foster a  strong and lasting economic recovery,  the House Democratic leadership has  done all it can to derail the President's  train of tax relief measures begun in  1981"
House,102,-0.308,259,7,Mr. PEASE.,1991,committe find ing indic one fifth taxpay come exceed would ceiv percent tax benefit store ira deduct taxpay lost tax reform act,"The Committee's find ings indicate that:  Only one-fifth of all  taxpayers have  in comes exceeding $50,000, but they would re ceive 95 percent of the tax benefits (from re storing IRA deductibility for taxpayers who  lost it in the Tax Reform Act)","The Committee's find ings indicate that:  Only one-fifth of all  taxpayers have  in comes exceeding $50,000, but they would re ceive 95 percent of the tax benefits (from re storing IRA deductibility for taxpayers who  lost it in the Tax Reform Act)"
Senate,100,-0.303,545,13,Mr. DASCHLE.,1987,massiv duti levi agricultur commod enter japan sult price differenti forc product market, Massive duties levied on agricultural  commodities entering Japan have re sulted in a price differential which has  forced  our  products  out  of  that  market, Massive duties levied on agricultural  commodities entering Japan have re sulted in a price differential which has  forced  our  products  out  of  that  market
House,103,0.242,1028,13,Mr. BATEMAN.,1994,pend mari time administr request loan guarante amount money present author would permit, There are pending before  the Mari time Administration more requests for  loan guarantees  than  the amount of  money  that  is  presently  authorized  would  permit, There are pending before  the Mari time Administration more requests for  loan guarantees  than  the amount of  money  that  is  presently  authorized  would  permit
Senate,101,-0.326,662,7,Mr. ROCKEFELLER.,1990,exampl recent washington post abc news poll indic ameri can believ homeless major nation problem said would even pay tax build shelter homeless area,"For example, a  recent Washington Post-ABC News  poll indicated that 2 out of 3 Ameri cans believe homelessness is a major  national problem, and 7 out of 10 said  that they would even pay more taxes  to build shelters for the homeless in  their areas","For example, a  recent Washington Post-ABC News  poll indicated that 2 out of 3 Ameri cans believe homelessness is a major  national problem, and 7 out of 10 said  that they would even pay more taxes  to build shelters for the homeless in  their areas"
House,99,-0.315,1297,14,Mr. WILLIAMS.,1986,sever issu would like call attent col leagu move action today confer senat first regard compromis hold harmless provis would rec ommend look base total avail pro vide hold harmless sda limit carri second regard compromis educa tion compon would recommend encourag effort centiv not creat situat sda spend less money youth," There are several issues that I would  like to call to the attention of my col leagues as we move from action today  to conference with the Senate: First,  with regard to a compromise on the  hold harmless provision, I would rec ommend that we look at a 2-year base  and at total availability or only pro vide the hold harmless to SDA's with  very limited carry in; and second, with  regard to a compromise on the educa tion component, I would recommend  that we encourage the effort with in centives that do not create a situation  where SDA's spend  less money on  youth"," There are several issues that I would  like to call to the attention of my col leagues as we move from action today  to conference with the Senate: First,  with regard to a compromise on the  hold harmless provision, I would rec ommend that we look at a 2-year base  and at total availability or only pro vide the hold harmless to SDA's with  very limited carry in; and second, with  regard to a compromise on the educa tion component, I would recommend  that we encourage the effort with in centives that do not create a situation  where SDA's spend  less money on  youth"
,102,0.339,366,3,Mr. UPTON.,1991,owe american tax payer less,We owe the American tax payer no less,We owe the American tax payer no less
Senate,115,0.409,23,2018-04-09,Mr. GRAHAM.,2018,last tournament infus million state south carolina economi," Last year, the tournament infused over  $96 million  into the State of South  Carolina’s economy"," Last year, the tournament infused over  $96 million  into the State of South  Carolina’s economy"
House,114,0.568,101,2015-06-25,Mr. MOONEY of West Virginia.,2015,pull money offic public affair offic respons promot administr radic environment agenda use instead oversight,"We  pull the money from the Office of Public Affairs, which is the office responsible  for promoting  the administration’s radical environmental agenda,  and use it instead for oversight","We  pull the money from the Office of Public Affairs, which is the office responsible  for promoting  the administration’s radical environmental agenda,  and use it instead for oversight"
Senate,94,-0.293,225,2,Mr. HOLLINGS.,1976,presid half senat thurmond would like bring attent colleagu senat resolu tion adopt south carolina gen eral assembl memori presi dent unit state make everi effort provid equit refund feder gasolin tax state,"President, on be half of Senator THURMOND and myself,  I would like to bring to the attention  of my colleagues in the Senate a resolu tion adopted by the South Carolina Gen eral Assembly memorializing the Presi dent of the United States to make every  effort to provide for an equitable refund  of Federal gasoline taxes to the States","President, on be half of Senator THURMOND and myself,  I would like to bring to the attention  of my colleagues in the Senate a resolu tion adopted by the South Carolina Gen eral Assembly memorializing the Presi dent of the United States to make every  effort to provide for an equitable refund  of Federal gasoline taxes to the States"
,106,0.238,38,2000-03-23,Mr. SAXTON.,2000,purpos humphrey hawkin section budget debat reflect perhap economi feder govern done way effect,The purpose of the Humphrey-Hawkins section of this budget debate is to reflect on perhaps what the economy is doing and what it is that the Federal Government has done in some way to effect that,The purpose of the Humphrey-Hawkins section of this budget debate is to reflect on perhaps what the economy is doing and what it is that the Federal Government has done in some way to effect that
House,111,0.5589999999999999,78,2009-03-17,Mr. SCALISE.,2009,year spent money, For over 8 years they spent money, For over 8 years they spent money
House,108,-0.266,20,2004-12-06,Mr. POMEROY.,2004,agre summar rank member feel fine address bow arrow provis absolut fine," I agree that, to summarize the ranking member’s feelings, it is fine to address this bow and arrows provision,  absolutely fine"," I agree that, to summarize the ranking member’s feelings, it is fine to address this bow and arrows provision,  absolutely fine"
House,101,-0.631,870,7,Mr. STARK.,1990,tax ensur,The tax will ensure that it does,The tax will ensure that it does
Senate,96,-0.422,116,7,Mr. HART.,1979,typic commun nearest side resourc small town constant declin popul stabl life style limit tax base almost nonexist government sourc,"Typically, the community nearest  the side of the resources is a small town  with a constant or declining population,  a stable life style, a limited tax base, and  almost  nonexistent  governmental  re sources","Typically, the community nearest  the side of the resources is a small town  with a constant or declining population,  a stable life style, a limited tax base, and  almost  nonexistent  governmental  re sources"
Senate,93,-0.091,77,7,Mr. TALMADGE.,1974,fact even waterg campaign reform becam highli charg household word sponsor legisl allow tax credit tax deduct modest contribut polit cam paign effort broaden base public polit support," In fact, even before Watergate and  campaign reform became highly charged  household words, I sponsored legislation  to allow tax credits or tax deductions for  modest contributions  to political cam paigns in an effort to broaden the base  of public political support"," In fact, even before Watergate and  campaign reform became highly charged  household words, I sponsored legislation  to allow tax credits or tax deductions for  modest contributions  to political cam paigns in an effort to broaden the base  of public political support"
Senate,108,-0.303,82,2004-02-11,Mr. DASCHLE.,2004,american compani ship job offshor send tax return medic record credit card number financi statement kind sensit confidenti consum inform,"When American companies  ship jobs offshore, they also send tax  returns, medical records, credit card  numbers, financial statements, and all  kinds of other sensitive and confidential consumer information","When American companies  ship jobs offshore, they also send tax  returns, medical records, credit card  numbers, financial statements, and all  kinds of other sensitive and confidential consumer information"
,111,0.449,219,2010-07-01,Mr. TIAHRT.,2010,current law firearm ammunit manufactur pay excis tax fund bi weekli basi,"Under current law,  firearm and ammunition manufacturers pay excise taxes into the fund on a bi-weekly basis","Under current law,  firearm and ammunition manufacturers pay excise taxes into the fund on a bi-weekly basis"
House,112,0.545,30,2011-12-15,Mr. GRIFFITH of Virginia.,2011,that ive alway put money,That’s  where I’ve always put my money,That’s  where I’ve always put my money
House,99,-0.416,1192,18,Mr. GEPHARDT.,1986,make angri famili earn million last paid tax,"It makes me angry, that 250  families earned over $1 million  last  year and paid no taxes","It makes me angry, that 250  families earned over $1 million  last  year and paid no taxes"
,113,0.4920000000000001,443,2013-12-12,Mr. HULTGREN.,2013,write confus tax form mandat type water come fire hydrant vast bureaucrat machin washington delight determin american live work," From writing confusing tax forms, to mandating what type of water comes out of fire hydrants,  the  vast  bureaucratic machine  in  Washington delights in determining how Americans should live and work"," From writing confusing tax forms, to mandating what type of water comes out of fire hydrants,  the  vast  bureaucratic machine  in  Washington delights in determining how Americans should live and work"
Senate,98,-0.355,641,13,Mr. SASSER.,1983,joint tax committe figur point propos would reduc size tax cut estim million individu taxpay,"As the Joint  Tax Committee's figures point out,  this proposal would reduce the size of  the tax cut only for an estimated 8.1  million  individual  taxpayers  in 1984","As the Joint  Tax Committee's figures point out,  this proposal would reduce the size of  the tax cut only for an estimated 8.1  million  individual  taxpayers  in 1984"
Senate,98,0.508,704,1,Mr. ARMSTRONG.,1984,archer jr head ju tice depart tax divis said interview new york time prior restraint public nece sari slander judici opin ion unfairli critic three prosecu tor,"Archer Jr., the head of the Jus tice Department's tax division, said in an  interview with The New York Times that  the prior restraint on publication was neces sary because the ""slanderous"" judicial opin ion unfairly criticized three of his prosecu tors","Archer Jr., the head of the Jus tice Department's tax division, said in an  interview with The New York Times that  the prior restraint on publication was neces sary because the ""slanderous"" judicial opin ion unfairly criticized three of his prosecu tors"
Senate,105,0.257,111,7,Mr. DOMENICI.,1997,chang total amount taxat say sure hope chang pass cigarett tax tell budget resolut not place argu tax packag go look like specif esp cialli refer impos new one," You can change the total amount of  taxation and say, ""We sure hope, when  you change that, that you will pass a  cigarette tax."" I tell you that because  the budget resolution is not the place  to argue about what a  tax package is  going  to  look  like specifically, espe cially with reference to imposing a new  one"," You can change the total amount of  taxation and say, ""We sure hope, when  you change that, that you will pass a  cigarette tax."" I tell you that because  the budget resolution is not the place  to argue about what a  tax package is  going  to  look  like specifically, espe cially with reference to imposing a new  one"
House,100,0.3,261,8,Mr. KEMP.,1987,sinc unit state world strongest safest economi dollar use money countri," Since  the United States has  the world's  strongest and safest economy,  the dollar  is  used as money by other countries"," Since  the United States has  the world's  strongest and safest economy,  the dollar  is  used as money by other countries"
Senate,94,0.195,803,9,Mr. BEALL.,1976,establlsh council brought anoth benefit constitu organ money, The  esta.bllshment  of  the  council  brought another benefit to its constituent  organizations: money, The  esta.bllshment  of  the  council  brought another benefit to its constituent  organizations: money
,97,-0.483,887,1,Mr. LEHMAN.,1981,today reintroduc legisl would allow person refund abl credit feder incom tax amount state local real properti tax pay,"Speaker, today I  am  reintroducing  legislation which  would allow a person over 65 a refund able  credit  against Federal  income  taxes  for  the amount of State and  local  real property  taxes  they pay","Speaker, today I  am  reintroducing  legislation which  would allow a person over 65 a refund able  credit  against Federal  income  taxes  for  the amount of State and  local  real property  taxes  they pay"
Senate,112,0.403,30,2012-02-27,Mr. ISAKSON.,2012,go fourth look though first time last year go debat floor spend american peopl money," We are now going  into our  fourth  year, and it looks as though for the  first time in the last 3 years we are  going to have debate on the floor of  how we spend the American people’s  money"," We are now going  into our  fourth  year, and it looks as though for the  first time in the last 3 years we are  going to have debate on the floor of  how we spend the American people’s  money"
,113,0.601,1,2014-03-12,Mr. BROOKS of Alabama.,2014,feder govern financi respons stop kill job creation america economi soar within grasp massiv new technolog energi boom," If the Federal Government will be financially responsible and stop killing  job creation, America’s economy will  soar because we have, within our grasp,  a massive new technology and energy  boom"," If the Federal Government will be financially responsible and stop killing  job creation, America’s economy will  soar because we have, within our grasp,  a massive new technology and energy  boom"
,95,-0.1,964,3,Mr. STEERS.,1978,vote unsuc cess attempt substanti increas tax cut provid committe,I voted for the unsuc cessful attempt to substantially increase  the tax cuts provided by the committee,I voted for the unsuc cessful attempt to substantially increase  the tax cuts provided by the committee
House,100,0.391,274,8,Mr. DAUB.,1987,make de termin secretari shall consid impact foreign invest unit state ona employ unit state b feder state tax revenu c balanc intern trade access advanc technolog e cost avail capit unit state busi f stabil unit state market secur real estat natur sourc,"In making such a de termination,  the Secretary shall consider  the  impact of  foreign  investment  in  the  United States on<A> employment in the United States;  <B> Federal and State tax revenues;  <C> the balance of international trade;  <D> access to advanced technology;  <E> the cost and availability of capital to  United States businesses; and  <F) the stability of United States markets  in securities,  real estate, and natural  re sources","In making such a de termination,  the Secretary shall consider  the  impact of  foreign  investment  in  the  United States on<A> employment in the United States;  <B> Federal and State tax revenues;  <C> the balance of international trade;  <D> access to advanced technology;  <E> the cost and availability of capital to  United States businesses; and  <F) the stability of United States markets  in securities,  real estate, and natural  re sources"
House,112,-0.562,16,2011-10-04,Ms. EDWARDS.,2011,constitu abeba lene tsegay owner kefa cafe told would actual hire someon could get tax credit avail american job act," Constituents  Abeba  and  Lene  Tsegaye, owners of Kefa Cafe, told me  that they would actually hire someone  if they could get the tax credits available in the American Jobs Act"," Constituents  Abeba  and  Lene  Tsegaye, owners of Kefa Cafe, told me  that they would actually hire someone  if they could get the tax credits available in the American Jobs Act"
House,103,0.528,1444,8,Mr. BARTON of Texas.,1993,might add vote turkey go put risk anoth job job everi member vote misguid tax plan,"I might  also add if he votes for this turkey, he  is going to put at risk another job, and  that is his own job, as will every other  Member who votes for this misguided  tax plan","I might  also add if he votes for this turkey, he  is going to put at risk another job, and  that is his own job, as will every other  Member who votes for this misguided  tax plan"
House,108,-0.402,38,2003-01-07,Mr. PALLONE.,2003,say give big boost big corpor interest wealthi somehow go spend creat job string attach wherea democrat propos specif target small busi insist whatev tax save credit specif new job new product think crucial otherwis wast gentlewoman point effect,"They  are saying we will give a big boost to  the big corporate  interests and  the  wealthy and they are somehow going  to spend it to create jobs; but there are  no strings attached, whereas the Democrats have a proposal that specifically  targets  small businesses and  insists  that whatever tax savings or credits  are specifically for new jobs and new  production here, which I think is crucial because otherwise it is a waste,  and the gentlewoman has pointed that  out very effectively","They  are saying we will give a big boost to  the big corporate  interests and  the  wealthy and they are somehow going  to spend it to create jobs; but there are  no strings attached, whereas the Democrats have a proposal that specifically  targets  small businesses and  insists  that whatever tax savings or credits  are specifically for new jobs and new  production here, which I think is crucial because otherwise it is a waste,  and the gentlewoman has pointed that  out very effectively"
House,107,-0.529,170,2001-10-11,Mr. HONDA.,2001,execut order gentleman explain fine tune peopl need direct,"What the executive order does from 1964, as the gentleman had explained, was that this is fine-tuning, and people need direction","What the executive order does from 1964, as the gentleman had explained, was that this is fine-tuning, and people need direction"
House,112,-0.28300000000000003,43,2011-05-24,Mr. SMITH of Washington.,2011,b go look care spend money defens like everywher els make sure get dollar," b1900  We are going to have to look carefully at where we spend our money in  defense, just like everywhere else, to  make sure that we’re getting the most  for our dollar"," b1900  We are going to have to look carefully at where we spend our money in  defense, just like everywhere else, to  make sure that we’re getting the most  for our dollar"
House,94,-0.306,638,2,Mr. HANLEY.,1975,turn senior citizen would abl purchas good servic pre entli unavail would stimul economi,"In turn, senior citizens would be  able to purchase goods and services pres ently unavailable to them, which would  stimulate the economy","In turn, senior citizens would be  able to purchase goods and services pres ently unavailable to them, which would  stimulate the economy"
House,95,-0.316,649,30,Mr. GORE.,1977,amer ican peopl would better dead lock last long enough massiv tax blll recogn econom di aster,But the Amer ican people would be better off if the dead lock lasted long enough for this massive tax  blll to be recognized for the economic dis aster it is,But the Amer ican people would be better off if the dead lock lasted long enough for this massive tax  blll to be recognized for the economic dis aster it is
,95,0.297,730,3,Mr. BEARD of Tennessee.,1978,time economi tremend stress due infla tion understand temptat steel regul would present possibl anti inflationari tool,"In a time in which our economy  is under tremendous stress due to infla tion, I can understand the temptation  which steel regulation would present as a  possible anti-inflationary tool","In a time in which our economy  is under tremendous stress due to infla tion, I can understand the temptation  which steel regulation would present as a  possible anti-inflationary tool"
House,100,-0.362,189,1,Mr. DURBIN.,1988,time give peac chanc stop squander tax dollar contra effort,It is time to give peace a chance  and stop squandering tax dollars on  the Contra effort,It is time to give peace a chance  and stop squandering tax dollars on  the Contra effort
House,93,0.5329999999999999,1000,7,Mr. BAUMAN.,1974,whatev govern give servic take away opportun de fine cours privat live," Whatever government  ""gives""  in  services,  it takes away from our opportunity to de fine the course of our private lives"," Whatever government  ""gives""  in  services,  it takes away from our opportunity to de fine the course of our private lives"
Senate,101,-0.313,557,1,Mr. BRADLEY.,1990,ned money modest legitim prodemocraci activ block," Where NED money for some modest,  legitimate prodemocracy activities  is  blocked"," Where NED money for some modest,  legitimate prodemocracy activities  is  blocked"
,101,-0.099,960,7,Mr. SLATTERY.,1989,jeffrey sach professor econom harvard univers summar long term effect reform way simpl fact social secur fund need flood babi boomer retir would paid current revenu tax collect said," Jeffrey Sachs, professor of economics at  Harvard University, summarized the long term effect of the 1983 reforms this way:  ""The simple fact is that before the 1983  Social Security fund's needs in 2015 <when  the flood of baby boomers will be retiring)  would have had to be paid out of current  revenues (tax collections) in 2015,"" he said"," Jeffrey Sachs, professor of economics at  Harvard University, summarized the long term effect of the 1983 reforms this way:  ""The simple fact is that before the 1983  Social Security fund's needs in 2015 <when  the flood of baby boomers will be retiring)  would have had to be paid out of current  revenues (tax collections) in 2015,"" he said"
House,114,-0.565,31,2015-01-27,Mr. HASTINGS.,2015,hope friend intend ensur women receiv equal pay equal work look forward work colleagu make sure mani reform tax structur allow person ultrawealthi pay fair proport earn reform tax code middl incom american benefit poor american rise middl class," I hope that my friends intend to ensure that women receive equal pay for  equal work, and  I  look  forward  to  working with my colleagues to make  sure that many of the reforms in our  tax structure allow for those persons  who are ultrawealthy to pay their fair  proportion of what they earn and to reform our Tax Code so that middle-income Americans can benefit and poor  Americans can rise to the middle class"," I hope that my friends intend to ensure that women receive equal pay for  equal work, and  I  look  forward  to  working with my colleagues to make  sure that many of the reforms in our  tax structure allow for those persons  who are ultrawealthy to pay their fair  proportion of what they earn and to reform our Tax Code so that middle-income Americans can benefit and poor  Americans can rise to the middle class"
House,103,0.506,1093,8,Mr. GRAMS.,1993,averag american today btu tax alon devast," But for average Americans,  today's  Btu tax alone will be devastating"," But for average Americans,  today's  Btu tax alone will be devastating"
Senate,101,0.687,596,1,Mr. SYMMS.,1990,presid con stituent write us anger social secur tax use purpos sav ing toward retir,"President,  con stituents are writing us in anger that  their Social Security taxes are being  used for other purposes than for sav ings  toward  their  own  retirement","President,  con stituents are writing us in anger that  their Social Security taxes are being  used for other purposes than for sav ings  toward  their  own  retirement"
Senate,99,0.1,218,14,Mr. COHEN.,1986,fact one site northern main result bf inad equat dump techniqu centli clean help superfund money anoth environment protect agenc list nation worst known hazard wast site,"In fact, one site in  northern Maine,  the result bf  inad equate dumping  techniques, has  re cently been cleaned up with the help  of Superfund money, and another is  on  the  Environmental  Protection  Agency's list of  this Nation's worst  known hazardous waste sites","In fact, one site in  northern Maine,  the result bf  inad equate dumping  techniques, has  re cently been cleaned up with the help  of Superfund money, and another is  on  the  Environmental  Protection  Agency's list of  this Nation's worst  known hazardous waste sites"
House,110,-0.266,64,2008-03-12,Mr. POMEROY.,2008,beneficiari k plan want keep money retir plan save vehicl financ retir rather forc spend current bill,"For the beneficiary of a 401(k)  plan who wants to keep money in a retirement plan savings vehicle to  finance  retirement  rather  than being  forced to spend it currently, this bill is  for you","For the beneficiary of a 401(k)  plan who wants to keep money in a retirement plan savings vehicle to  finance  retirement  rather  than being  forced to spend it currently, this bill is  for you"
Senate,100,-0.598,7,1,Mr. PROXMIRE.,1988,although topic even less sexi complex tax reform reform na tion financi system must becom top agenda item new congress," Although a topic even less sexy and more  complex than tax reform, reform of the na tion's financial system must become a  top  agenda item for the new Congress"," Although a topic even less sexy and more  complex than tax reform, reform of the na tion's financial system must become a  top  agenda item for the new Congress"
House,103,0.316,162,1,Mr. RAMSTAD.,1994,instead retroact tax increas even dead,"Instead, retroactive tax  increases-even on the dead","Instead, retroactive tax  increases-even on the dead"
Senate,114,-0.312,150,2015-11-04,Mr. MURPHY.,2015,yet send money willi nilli school not put student degre,Yet we are just sending money willy-nilly out  to  these  schools that are not putting students  in degrees,Yet we are just sending money willy-nilly out  to  these  schools that are not putting students  in degrees
,95,0.246,1367,3,Mr. QUILLEN.,1978,special achiev way life fine young tennessean, Special achievements are a way of life  for this fine young Tennessean, Special achievements are a way of life  for this fine young Tennessean
House,104,0.192,1026,13,Mr. BLUTE.,1996,overwhelm ing margin hous vote invest economi creat job short sight cut,"By an overwhelm ing margin of 310  to 115,  the House  voted for investing in our economy and  creating more jobs and against short sighted cuts","By an overwhelm ing margin of 310  to 115,  the House  voted for investing in our economy and  creating more jobs and against short sighted cuts"
House,111,0.509,2,2009-12-01,Mr. SMITH of Nebraska.,2009,death tax imped econom growth lower incent small famili busi invest capit econom endeavor, The  death  tax  impedes  economic  growth because it lowers incentives for  small family businesses to invest capital in their own economic endeavors, The  death  tax  impedes  economic  growth because it lowers incentives for  small family businesses to invest capital in their own economic endeavors
,93,-0.098,1133,3,Mr. CHAPPELL.,1974,everi tax break po sibl everi consider necessari given preserv small farmer,Every tax break pos sible;  every consideration necessary should be given to the preservation of the  small farmer,Every tax break pos sible;  every consideration necessary should be given to the preservation of the  small farmer
Senate,108,-0.266,162,2004-06-23,Mr. BINGAMAN.,2004,sinc feder govern agenc set exampl nation reduc energi wast save money improv energi efficiencyspend billion less energi fy fy, Since the 1970’s Federal Government  agencies have been setting an example  for the Nation on how to reduce energy  waste and save money by improving  their energy efficiency—spending $2.3  billion less for energy in FY2000 than  in FY1985, Since the 1970’s Federal Government  agencies have been setting an example  for the Nation on how to reduce energy  waste and save money by improving  their energy efficiency—spending $2.3  billion less for energy in FY2000 than  in FY1985
,107,0.556,165,2001-09-25,Mr. RYAN of Wisconsin.,2001,terrorist attack destroy signific amount wealth damag short term capabl key sector america economi,The terrorist attacks destroyed a significant amount of wealth and damaged the short-term  capability  of key  sectors  of America’s economy,The terrorist attacks destroyed a significant amount of wealth and damaged the short-term  capability  of key  sectors  of America’s economy
House,111,-0.378,25,2009-12-09,Mr. LEVIN.,2009,legisl would fulfil administr commit crack oversea tax haven put stop billion dollar worth tax abus would end special preferenti treatment carri interest incom,‘‘The legislation would  fulfill  the  administration’s  commitment to crack down on overseas tax  havens and put a stop to billions of dollars’ worth of tax abuse and would end  the special preferential treatment for  carried interest income.’’  ,‘‘The legislation would  fulfill  the  administration’s  commitment to crack down on overseas tax  havens and put a stop to billions of dollars’ worth of tax abuse and would end  the special preferential treatment for  carried interest income.’’  
,98,-0.135,1393,1,Mr. ANDREWS of Texas.,1984,need extra money buy hous car take loan cover cost purchas exce afford monthli incom one year wage,When you or I need extra money  to buy a house or a car we take out a  loan to cover the cost of that purchase  because it exceeds what we can afford  on our monthly income or one year's  wages,When you or I need extra money  to buy a house or a car we take out a  loan to cover the cost of that purchase  because it exceeds what we can afford  on our monthly income or one year's  wages
Senate,105,0.257,111,7,Mr. DOMENICI.,1997,second interest cut tax assum whole bunch peopl side," Second, for those who are interested  in cutting taxes-! assume there are a  whole bunch of people on our side who  "," Second, for those who are interested  in cutting taxes-! assume there are a  whole bunch of people on our side who  "
,106,-0.579,253,1999-03-24,Mr. CAPUANO.,1999,greek american significantli contribut american cultur economi,Greek-Americans  have  significantly  contributed to American culture and economy,Greek-Americans  have  significantly  contributed to American culture and economy
,107,0.7390000000000001,117,2001-03-06,Mr. CRANE.,2001,import howev bill current amt filer near amt filer would join taxpay enjoy signific tax relief,"Just as important, however, under my bill current AMT filers and near AMT filers would join with all other taxpayers in enjoying significant tax relief","Just as important, however, under my bill current AMT filers and near AMT filers would join with all other taxpayers in enjoying significant tax relief"
House,95,-0.038,571,30,Mr. HUBBARD.,1977,went tax everi one citi,"And all went  to be  taxed, every one  into his own city","And all went  to be  taxed, every one  into his own city"
House,104,0.536,1447,7,Mrs. SEASTRAND.,1996,call democrat colleagu support repeal clinton ga tax, I call on my Democrat  colleagues  to support a  repeal of the  Clinton gas tax, I call on my Democrat  colleagues  to support a  repeal of the  Clinton gas tax
House,103,-0.215,1106,8,Mr. DERRICK.,1993,peopl tire govern polici lead high interest rate high unemploy ment stagnant economi,"The people are  tired of government policies that lead  to high interest rates, high unemploy ment, and a stagnant economy","The people are  tired of government policies that lead  to high interest rates, high unemploy ment, and a stagnant economy"
House,100,0.371,90,13,Mr. SUNDQUIST.,1987,return bil lion outlay would allow real growth defens spend presid would agre billion tax,"In return for $7 bil lion  in outlays that would allow no  real growth in defense spending, the  President would have to agree to more  than $64 billion in taxes","In return for $7 bil lion  in outlays that would allow no  real growth in defense spending, the  President would have to agree to more  than $64 billion in taxes"
Senate,93,-0.091,77,7,Mr. TALMADGE.,1974,know american taxpay fulli understood situat would agre tax money spent polit candidaci person whose view total repugn, I know of no American taxpayer who  fully understood the situation who would  agree to having his tax money spent on  the political candidacy of a person whose  views were totally repugnant to him, I know of no American taxpayer who  fully understood the situation who would  agree to having his tax money spent on  the political candidacy of a person whose  views were totally repugnant to him
House,113,0.388,12,2014-07-15,Mr. BUCSHON.,2014,madam internet economi grow chang everi day pro growth legisl support vibrant onlin marketplac good idea prevent state local tax polici creat barrier access," Madam Speaker, the Internet economy  is growing and changing every  day, and this pro-growth  legislation  will support the vibrant online marketplace of goods and ideas by preventing  State and local tax policies from creating barriers to access"," Madam Speaker, the Internet economy  is growing and changing every  day, and this pro-growth  legislation  will support the vibrant online marketplace of goods and ideas by preventing  State and local tax policies from creating barriers to access"
House,110,0.639,52,2007-03-29,Mr. SALI.,2007,yet unless congress begin take serious need econom growth tax reduct famili balanc feder budget reli nation chief execut exercis veto pen like depend child put finger leak dyke,"Yet unless Congress  begins to take seriously the need for economic  growth,  tax  reduction  for  families and balancing the Federal budget, relying on the nation’s Chief Executive to exercise his veto pen  is like depending on a child to put his finger  in the leak of a dyke","Yet unless Congress  begins to take seriously the need for economic  growth,  tax  reduction  for  families and balancing the Federal budget, relying on the nation’s Chief Executive to exercise his veto pen  is like depending on a child to put his finger  in the leak of a dyke"
Senate,115,0.486,85,2018-02-07,Mr. YOUNG.,2018,indiana like mani state alreadi see steadi stream tax reform success stori like theseand ever sinc pass tax cut job act," Indiana, like so many States, is already seeing a steady stream of tax reform success stories  like these—and  has ever since we passed the Tax Cuts  and Jobs Act"," Indiana, like so many States, is already seeing a steady stream of tax reform success stories  like these—and  has ever since we passed the Tax Cuts  and Jobs Act"
House,108,-0.266,73,2003-06-10,Mr. POMEROY.,2003,al would field question budget tax polici excit enthusiasm kid, Al would field questions about budget  and tax policy with the excitement and  enthusiasm of a kid, Al would field questions about budget  and tax policy with the excitement and  enthusiasm of a kid
House,111,0.449,43,2009-07-24,Mr. TIAHRT.,2009,white hous appar worri let american peopl know much money spent delay tradit midyear budget review expect show histor deficit,"The White House is apparently  so worried about  letting  the  American people know how much of  their money is being spent that they  have delayed the traditional midyear  budget review, which  is expected to  show a historic deficit","The White House is apparently  so worried about  letting  the  American people know how much of  their money is being spent that they  have delayed the traditional midyear  budget review, which  is expected to  show a historic deficit"
